NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
ALPHABET CITY            ,01 ONE FAMILY HOMES     ,1,"6,500,000","6,500,000","6,500,000","6,500,000"
ALPHABET CITY            ,03 THREE FAMILY HOMES   ,2,"2,900,000","3,337,500","3,337,500","3,775,000"
CHELSEA                  ,01 ONE FAMILY HOMES     ,3,"7,732,344","8,677,448","8,800,000","9,500,000"
CHELSEA                  ,02 TWO FAMILY HOMES     ,3,"7,000,000","8,506,892","7,425,000","11,095,675"
CLINTON                  ,02 TWO FAMILY HOMES     ,1,"4,640,000","4,640,000","4,640,000","4,640,000"
CLINTON                  ,03 THREE FAMILY HOMES   ,1,"3,500,000","3,500,000","3,500,000","3,500,000"
EAST VILLAGE             ,02 TWO FAMILY HOMES     ,2,"3,375,000","4,062,500","4,062,500","4,750,000"
GRAMERCY                 ,02 TWO FAMILY HOMES     ,3,"6,250,000","12,516,667","15,650,000","15,650,000"
GRAMERCY                 ,03 THREE FAMILY HOMES   ,1,"5,800,000","5,800,000","5,800,000","5,800,000"
GREENWICH VILLAGE-CENTRAL,01 ONE FAMILY HOMES     ,7,"5,500,000","16,238,571","18,250,000","32,000,000"
GREENWICH VILLAGE-CENTRAL,02 TWO FAMILY HOMES     ,2,"9,040,000","13,570,000","13,570,000","18,100,000"
GREENWICH VILLAGE-WEST   ,01 ONE FAMILY HOMES     ,16,"4,000,000","11,199,090","5,962,500","25,000,000"
GREENWICH VILLAGE-WEST   ,02 TWO FAMILY HOMES     ,11,"4,250,000","8,597,273","8,750,000","13,600,000"
GREENWICH VILLAGE-WEST   ,03 THREE FAMILY HOMES   ,3,"5,550,000","9,721,667","6,615,000","17,000,000"
HARLEM-CENTRAL           ,01 ONE FAMILY HOMES     ,16,"277,807","2,547,704","2,675,000","4,875,000"
HARLEM-CENTRAL           ,02 TWO FAMILY HOMES     ,23,"877,000","2,070,039","2,200,000","3,750,000"
HARLEM-CENTRAL           ,03 THREE FAMILY HOMES   ,12,"725,000","2,129,375","2,012,500","3,350,000"
HARLEM-EAST              ,01 ONE FAMILY HOMES     ,1,"4,650,000","4,650,000","4,650,000","4,650,000"
HARLEM-EAST              ,03 THREE FAMILY HOMES   ,7,"875,000","1,898,964","2,100,000","3,585,000"
HARLEM-UPPER             ,01 ONE FAMILY HOMES     ,5,"1,542,750","2,352,750","1,896,000","3,500,000"
HARLEM-UPPER             ,02 TWO FAMILY HOMES     ,6,"1,300,000","2,342,067","2,335,000","3,317,400"
HARLEM-UPPER             ,03 THREE FAMILY HOMES   ,10,"800,000","1,469,453","1,500,000","2,350,000"
HARLEM-WEST              ,02 TWO FAMILY HOMES     ,1,"1,100,000","1,100,000","1,100,000","1,100,000"
INWOOD                   ,01 ONE FAMILY HOMES     ,1,"399,900","399,900","399,900","399,900"
INWOOD                   ,02 TWO FAMILY HOMES     ,2,"240,000","480,000","480,000","720,000"
INWOOD                   ,03 THREE FAMILY HOMES   ,1,"640,000","640,000","640,000","640,000"
LOWER EAST SIDE          ,01 ONE FAMILY HOMES     ,1,"3,550,000","3,550,000","3,550,000","3,550,000"
LOWER EAST SIDE          ,02 TWO FAMILY HOMES     ,1,"2,850,000","2,850,000","2,850,000","2,850,000"
MANHATTAN VALLEY         ,02 TWO FAMILY HOMES     ,1,"3,500,000","3,500,000","3,500,000","3,500,000"
MANHATTAN VALLEY         ,03 THREE FAMILY HOMES   ,1,"1,549,884","1,549,884","1,549,884","1,549,884"
MIDTOWN EAST             ,01 ONE FAMILY HOMES     ,5,"4,800,000","6,610,000","6,300,000","8,150,000"
MURRAY HILL              ,01 ONE FAMILY HOMES     ,2,"3,625,000","4,437,500","4,437,500","5,250,000"
MURRAY HILL              ,02 TWO FAMILY HOMES     ,2,"4,000,000","4,625,000","4,625,000","5,250,000"
SOHO                     ,01 ONE FAMILY HOMES     ,3,"5,250,000","9,883,333","11,500,000","12,900,000"
SOHO                     ,02 TWO FAMILY HOMES     ,3,"6,470,000","6,919,093","6,887,278","7,400,000"
SOUTHBRIDGE              ,01 ONE FAMILY HOMES     ,1,"5,250,000","5,250,000","5,250,000","5,250,000"
TRIBECA                  ,01 ONE FAMILY HOMES     ,2,"13,800,000","14,850,000","14,850,000","15,900,000"
TRIBECA                  ,03 THREE FAMILY HOMES   ,1,"6,000,000","6,000,000","6,000,000","6,000,000"
UPPER EAST SIDE (59-79)  ,01 ONE FAMILY HOMES     ,17,"3,200,000","11,806,294","9,900,000","37,000,000"
UPPER EAST SIDE (59-79)  ,02 TWO FAMILY HOMES     ,15,"4,600,000","9,948,153","8,500,000","30,000,000"
UPPER EAST SIDE (79-96)  ,01 ONE FAMILY HOMES     ,9,"4,900,000","9,673,523","6,665,000","19,850,000"
UPPER EAST SIDE (79-96)  ,02 TWO FAMILY HOMES     ,4,"3,700,000","5,177,500","4,855,000","7,300,000"
UPPER EAST SIDE (79-96)  ,03 THREE FAMILY HOMES   ,2,"5,300,000","5,818,000","5,818,000","6,336,000"
UPPER WEST SIDE (59-79)  ,01 ONE FAMILY HOMES     ,3,"7,750,000","14,868,333","18,355,000","18,500,000"
UPPER WEST SIDE (59-79)  ,02 TWO FAMILY HOMES     ,2,"11,900,000","14,125,000","14,125,000","16,350,000"
UPPER WEST SIDE (59-79)  ,03 THREE FAMILY HOMES   ,1,"8,725,000","8,725,000","8,725,000","8,725,000"
UPPER WEST SIDE (79-96)  ,01 ONE FAMILY HOMES     ,4,"5,771,000","10,939,625","6,493,750","25,000,000"
UPPER WEST SIDE (79-96)  ,02 TWO FAMILY HOMES     ,4,"4,400,000","7,750,000","5,800,000","15,000,000"
UPPER WEST SIDE (79-96)  ,03 THREE FAMILY HOMES   ,1,"5,675,000","5,675,000","5,675,000","5,675,000"
UPPER WEST SIDE (96-116) ,01 ONE FAMILY HOMES     ,1,"4,551,000","4,551,000","4,551,000","4,551,000"
UPPER WEST SIDE (96-116) ,03 THREE FAMILY HOMES   ,1,"5,000,000","5,000,000","5,000,000","5,000,000"
WASHINGTON HEIGHTS LOWER ,02 TWO FAMILY HOMES     ,3,"849,000","1,116,333","1,200,000","1,300,000"
WASHINGTON HEIGHTS LOWER ,03 THREE FAMILY HOMES   ,1,"843,000","843,000","843,000","843,000"
WASHINGTON HEIGHTS UPPER ,01 ONE FAMILY HOMES     ,1,"1,275,000","1,275,000","1,275,000","1,275,000"
WASHINGTON HEIGHTS UPPER ,02 TWO FAMILY HOMES     ,1,"297,000","297,000","297,000","297,000"
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
