NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
CHELSEA                  ,01 ONE FAMILY HOMES     ,2 ,"$3,850,000","$4,075,000","$4,075,000","$4,300,000"
CHELSEA                  ,02 TWO FAMILY HOMES     ,2 ,"$4,575,000","$5,437,500","$5,437,500","$6,300,000"
CHELSEA                  ,03 THREE FAMILY HOMES   ,3 ,"$3,850,000","$4,350,000","$4,400,000","$4,800,000"
CLINTON                  ,03 THREE FAMILY HOMES   ,1 ,"$272,794","$272,794","$272,794","$272,794"
EAST VILLAGE             ,01 ONE FAMILY HOMES     ,1 ,"$2,522,812","$2,522,812","$2,522,812","$2,522,812"
GRAMERCY                 ,01 ONE FAMILY HOMES     ,1 ,"$4,775,000","$4,775,000","$4,775,000","$4,775,000"
GRAMERCY                 ,02 TWO FAMILY HOMES     ,1 ,"$4,700,000","$4,700,000","$4,700,000","$4,700,000"
GREENWICH VILLAGE-CENTRAL,01 ONE FAMILY HOMES     ,4 ,"$5,200,000","$12,541,250","$12,985,000","$18,995,000"
GREENWICH VILLAGE-CENTRAL,02 TWO FAMILY HOMES     ,1 ,"$9,400,000","$9,400,000","$9,400,000","$9,400,000"
GREENWICH VILLAGE-WEST   ,01 ONE FAMILY HOMES     ,7 ,"$2,550,000","$5,286,429","$3,875,000","$14,000,000"
GREENWICH VILLAGE-WEST   ,02 TWO FAMILY HOMES     ,13 ,"$337,500","$5,347,385","$5,500,000","$9,050,000"
GREENWICH VILLAGE-WEST   ,03 THREE FAMILY HOMES   ,4 ,"$3,350,000","$4,867,250","$3,554,000","$9,011,000"
HARLEM-CENTRAL           ,01 ONE FAMILY HOMES     ,9 ,"$505,000","$1,347,426","$925,000","$2,500,000"
HARLEM-CENTRAL           ,02 TWO FAMILY HOMES     ,11 ,"$173,101","$913,081","$890,793","$1,900,000"
HARLEM-CENTRAL           ,03 THREE FAMILY HOMES   ,16 ,"$780,235","$952,790","$936,077","$1,500,000"
HARLEM-EAST              ,02 TWO FAMILY HOMES     ,2 ,"$755,000","$787,250","$787,250","$819,500"
HARLEM-EAST              ,03 THREE FAMILY HOMES   ,1 ,"$625,000","$625,000","$625,000","$625,000"
HARLEM-UPPER             ,01 ONE FAMILY HOMES     ,4 ,"$915,000","$1,176,250","$1,147,500","$1,495,000"
HARLEM-UPPER             ,02 TWO FAMILY HOMES     ,11 ,"$295,000","$820,341","$850,000","$1,480,000"
HARLEM-UPPER             ,03 THREE FAMILY HOMES   ,1 ,"$999,000","$999,000","$999,000","$999,000"
INWOOD                   ,02 TWO FAMILY HOMES     ,4 ,"$434,600","$536,150","$542,500","$625,000"
KIPS BAY                 ,01 ONE FAMILY HOMES     ,2 ,"$5,300,000","$5,312,500","$5,312,500","$5,325,000"
MIDTOWN EAST             ,01 ONE FAMILY HOMES     ,1 ,"$4,600,000","$4,600,000","$4,600,000","$4,600,000"
MURRAY HILL              ,01 ONE FAMILY HOMES     ,6 ,"$2,300,000","$3,737,500","$3,737,500","$5,250,000"
MURRAY HILL              ,02 TWO FAMILY HOMES     ,1 ,"$2,970,000","$2,970,000","$2,970,000","$2,970,000"
MURRAY HILL              ,03 THREE FAMILY HOMES   ,1 ,"$2,200,000","$2,200,000","$2,200,000","$2,200,000"
SOHO                     ,01 ONE FAMILY HOMES     ,1 ,"$3,575,000","$3,575,000","$3,575,000","$3,575,000"
SOHO                     ,02 TWO FAMILY HOMES     ,3 ,"$499,000","$2,178,833","$700,000","$5,337,500"
SOHO                     ,03 THREE FAMILY HOMES   ,2 ,"$8,600,000","$8,627,563","$8,627,563","$8,655,125"
TRIBECA                  ,01 ONE FAMILY HOMES     ,1 ,"$6,490,000","$6,490,000","$6,490,000","$6,490,000"
UPPER EAST SIDE (59-79)  ,01 ONE FAMILY HOMES     ,13 ,"$1,950,000","$14,779,163","$8,300,000","$48,000,000"
UPPER EAST SIDE (59-79)  ,02 TWO FAMILY HOMES     ,5 ,"$3,425,000","$7,129,000","$5,200,000","$14,500,000"
UPPER EAST SIDE (59-79)  ,03 THREE FAMILY HOMES   ,3 ,"$4,525,000","$5,441,667","$5,100,000","$6,700,000"
UPPER EAST SIDE (79-96)  ,01 ONE FAMILY HOMES     ,12 ,"$3,362,500","$7,887,292","$6,887,500","$15,400,000"
UPPER EAST SIDE (79-96)  ,02 TWO FAMILY HOMES     ,5 ,"$3,950,000","$6,297,000","$4,200,000","$10,500,000"
UPPER EAST SIDE (79-96)  ,03 THREE FAMILY HOMES   ,2 ,"$3,550,000","$3,825,000","$3,825,000","$4,100,000"
UPPER WEST SIDE (59-79)  ,01 ONE FAMILY HOMES     ,1 ,"$4,667,000","$4,667,000","$4,667,000","$4,667,000"
