NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
AIRPORT LA GUARDIA       ,01 ONE FAMILY HOMES     ,2,"275,500","467,750","467,750","660,000"
AIRPORT LA GUARDIA       ,03 THREE FAMILY HOMES   ,2,"470,000","705,000","705,000","940,000"
ARVERNE                  ,01 ONE FAMILY HOMES     ,29,"201,820","360,370","310,000","1,120,075"
ARVERNE                  ,02 TWO FAMILY HOMES     ,100,"200,000","574,753","604,850","1,221,900"
ARVERNE                  ,03 THREE FAMILY HOMES   ,8,"202,000","403,418","387,500","823,647"
ASTORIA                  ,01 ONE FAMILY HOMES     ,41,"230,000","917,399","900,000","1,950,000"
ASTORIA                  ,02 TWO FAMILY HOMES     ,117,"234,000","1,045,166","995,000","3,000,000"
ASTORIA                  ,03 THREE FAMILY HOMES   ,46,"215,000","1,132,075","1,175,000","2,300,000"
BAYSIDE                  ,01 ONE FAMILY HOMES     ,287,"215,000","812,673","795,000","2,300,000"
BAYSIDE                  ,02 TWO FAMILY HOMES     ,97,"200,000","999,512","975,000","1,650,000"
BAYSIDE                  ,03 THREE FAMILY HOMES   ,18,"483,333","1,077,346","1,095,000","1,500,000"
BEECHHURST               ,01 ONE FAMILY HOMES     ,47,"250,000","972,943","875,000","2,250,000"
BEECHHURST               ,03 THREE FAMILY HOMES   ,1,"700,000","700,000","700,000","700,000"
BELLE HARBOR             ,01 ONE FAMILY HOMES     ,34,"263,000","784,096","757,500","1,400,000"
BELLE HARBOR             ,02 TWO FAMILY HOMES     ,20,"367,195","720,195","748,500","999,999"
BELLE HARBOR             ,03 THREE FAMILY HOMES   ,2,"772,500","783,750","783,750","795,000"
BELLEROSE                ,01 ONE FAMILY HOMES     ,116,"200,000","534,688","537,500","1,300,000"
BELLEROSE                ,02 TWO FAMILY HOMES     ,32,"360,000","589,207","550,000","935,000"
BELLEROSE                ,03 THREE FAMILY HOMES   ,1,"750,000","750,000","750,000","750,000"
BRIARWOOD                ,01 ONE FAMILY HOMES     ,17,"304,000","638,824","600,000","1,100,000"
BRIARWOOD                ,02 TWO FAMILY HOMES     ,5,"495,000","715,000","725,000","875,000"
BRIARWOOD                ,03 THREE FAMILY HOMES   ,8,"570,000","830,000","735,000","1,350,000"
BROAD CHANNEL            ,01 ONE FAMILY HOMES     ,24,"206,000","368,567","360,000","760,000"
BROAD CHANNEL            ,02 TWO FAMILY HOMES     ,3,"265,000","403,333","410,000","535,000"
CAMBRIA HEIGHTS          ,01 ONE FAMILY HOMES     ,92,"200,000","389,441","395,000","750,000"
CAMBRIA HEIGHTS          ,02 TWO FAMILY HOMES     ,15,"267,800","441,907","463,000","610,000"
COLLEGE POINT            ,01 ONE FAMILY HOMES     ,86,"250,000","642,324","639,000","1,450,000"
COLLEGE POINT            ,02 TWO FAMILY HOMES     ,115,"200,000","798,593","800,000","1,280,000"
COLLEGE POINT            ,03 THREE FAMILY HOMES   ,12,"201,400","896,544","944,000","1,247,000"
CORONA                   ,01 ONE FAMILY HOMES     ,32,"220,000","682,044","650,000","1,700,000"
CORONA                   ,02 TWO FAMILY HOMES     ,102,"225,000","782,329","800,000","1,660,000"
CORONA                   ,03 THREE FAMILY HOMES   ,92,"345,000","904,110","930,849","1,600,000"
DOUGLASTON               ,01 ONE FAMILY HOMES     ,67,"300,000","1,065,365","950,000","2,650,000"
DOUGLASTON               ,02 TWO FAMILY HOMES     ,8,"880,000","986,250","950,000","1,150,000"
DOUGLASTON               ,03 THREE FAMILY HOMES   ,1,"1,150,000","1,150,000","1,150,000","1,150,000"
EAST ELMHURST            ,01 ONE FAMILY HOMES     ,50,"240,000","534,666","547,000","1,100,000"
EAST ELMHURST            ,02 TWO FAMILY HOMES     ,84,"200,000","680,765","706,033","1,294,000"
