NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
AIRPORT LA GUARDIA       ,01 ONE FAMILY HOMES                        ,6,"$178,750.00 ","$445,958.00 ","$490,000.00 ","$530,000.00 "
AIRPORT LA GUARDIA       ,02 TWO FAMILY HOMES                        ,2,"$475,000.00 ","$507,500.00 ","$507,500.00 ","$540,000.00 "
AIRPORT LA GUARDIA       ,03 THREE FAMILY HOMES                      ,1,"$745,000.00 ","$745,000.00 ","$745,000.00 ","$745,000.00 "
ARVERNE                  ,01 ONE FAMILY HOMES                        ,87,"$160,000.00 ","$305,615.00 ","$295,000.00 ","$700,000.00 "
ARVERNE                  ,02 TWO FAMILY HOMES                        ,180,"$150,000.00 ","$414,127.00 ","$417,500.00 ","$540,000.00 "
ARVERNE                  ,03 THREE FAMILY HOMES                      ,20,"$220,000.00 ","$475,373.00 ","$471,000.00 ","$890,000.00 "
ASTORIA                  ,01 ONE FAMILY HOMES                        ,85,"$200,000.00 ","$578,771.00 ","$564,000.00 ","$2,175,000.00 "
ASTORIA                  ,02 TWO FAMILY HOMES                        ,210,"$175,000.00 ","$685,243.00 ","$670,000.00 ","$2,000,000.00 "
ASTORIA                  ,03 THREE FAMILY HOMES                      ,83,"$150,000.00 ","$715,707.00 ","$740,000.00 ","$1,075,000.00 "
BAYSIDE                  ,01 ONE FAMILY HOMES                        ,424,"$180,000.00 ","$651,426.00 ","$634,500.00 ","$2,000,000.00 "
BAYSIDE                  ,02 TWO FAMILY HOMES                        ,131,"$200,000.00 ","$764,615.00 ","$773,800.00 ","$1,181,170.00 "
BAYSIDE                  ,03 THREE FAMILY HOMES                      ,14,"$233,333.00 ","$822,550.00 ","$848,500.00 ","$999,000.00 "
BEECHHURST               ,01 ONE FAMILY HOMES                        ,66,"$160,000.00 ","$825,152.00 ","$800,000.00 ","$1,635,000.00 "
BEECHHURST               ,02 TWO FAMILY HOMES                        ,2,"$625,000.00 ","$725,000.00 ","$725,000.00 ","$825,000.00 "
BELLE HARBOR             ,01 ONE FAMILY HOMES                        ,38,"$250,000.00 ","$739,896.00 ","$750,000.00 ","$1,200,000.00 "
BELLE HARBOR             ,02 TWO FAMILY HOMES                        ,37,"$290,000.00 ","$868,257.00 ","$885,000.00 ","$1,400,000.00 "
BELLE HARBOR             ,03 THREE FAMILY HOMES                      ,3,"$710,000.00 ","$836,667.00 ","$820,000.00 ","$980,000.00 "
BELLEROSE                ,01 ONE FAMILY HOMES                        ,181,"$205,000.00 ","$493,579.00 ","$490,000.00 ","$765,000.00 "
BELLEROSE                ,02 TWO FAMILY HOMES                        ,49,"$250,000.00 ","$554,675.00 ","$550,000.00 ","$795,000.00 "
BRIARWOOD                ,01 ONE FAMILY HOMES                        ,39,"$380,000.00 ","$568,715.00 ","$550,000.00 ","$965,000.00 "
BRIARWOOD                ,02 TWO FAMILY HOMES                        ,24,"$370,000.00 ","$617,671.00 ","$625,000.00 ","$825,000.00 "
BRIARWOOD                ,03 THREE FAMILY HOMES                      ,11,"$200,000.00 ","$760,500.00 ","$740,000.00 ","$1,400,000.00 "
BROAD CHANNEL            ,01 ONE FAMILY HOMES                        ,27,"$155,000.00 ","$344,525.00 ","$320,000.00 ","$570,000.00 "
BROAD CHANNEL            ,02 TWO FAMILY HOMES                        ,7,"$177,500.00 ","$385,543.00 ","$465,000.00 ","$593,336.00 "
CAMBRIA HEIGHTS          ,01 ONE FAMILY HOMES                        ,170,"$150,000.00 ","$373,047.00 ","$382,500.00 ","$550,000.00 "
CAMBRIA HEIGHTS          ,02 TWO FAMILY HOMES                        ,10,"$200,000.00 ","$377,610.00 ","$409,500.00 ","$505,000.00 "
COLLEGE POINT            ,01 ONE FAMILY HOMES                        ,125,"$257,500.00 ","$505,107.00 ","$485,000.00 ","$930,000.00 "
COLLEGE POINT            ,02 TWO FAMILY HOMES                        ,192,"$195,000.00 ","$638,621.00 ","$650,000.00 ","$1,225,000.00 "
COLLEGE POINT            ,03 THREE FAMILY HOMES                      ,15,"$527,000.00 ","$687,683.00 ","$640,000.00 ","$1,215,000.00 "
CORONA                   ,01 ONE FAMILY HOMES                        ,86,"$225,000.00 ","$519,546.00 ","$496,500.00 ","$1,290,000.00 "
CORONA                   ,02 TWO FAMILY HOMES                        ,273,"$150,000.00 ","$644,981.00 ","$650,000.00 ","$1,150,000.00 "
CORONA                   ,03 THREE FAMILY HOMES                      ,204,"$150,000.00 ","$725,283.00 ","$742,500.00 ","$1,750,000.00 "
DOUGLASTON               ,01 ONE FAMILY HOMES                        ,66,"$325,000.00 ","$861,461.00 ","$764,000.00 ","$2,350,000.00 "
DOUGLASTON               ,02 TWO FAMILY HOMES                        ,16,"$575,000.00 ","$802,928.00 ","$792,026.00 ","$972,428.00 "
EAST ELMHURST            ,01 ONE FAMILY HOMES                        ,113,"$168,000.00 ","$476,256.00 ","$480,000.00 ","$1,160,000.00 "
EAST ELMHURST            ,02 TWO FAMILY HOMES                        ,139,"$150,000.00 ","$625,408.00 ","$635,000.00 ","$975,000.00 "
EAST ELMHURST            ,03 THREE FAMILY HOMES                      ,42,"$233,333.00 ","$691,492.00 ","$738,500.00 ","$1,200,000.00 "
ELMHURST                 ,01 ONE FAMILY HOMES                        ,151,"$162,500.00 ","$516,072.00 ","$510,000.00 ","$970,000.00 "
ELMHURST                 ,02 TWO FAMILY HOMES                        ,194,"$160,000.00 ","$619,013.00 ","$625,000.00 ","$1,250,000.00 "
ELMHURST                 ,03 THREE FAMILY HOMES                      ,136,"$150,000.00 ","$775,399.00 ","$790,000.00 ","$1,475,000.00 "
FAR ROCKAWAY             ,01 ONE FAMILY HOMES                        ,149,"$150,000.00 ","$435,598.00 ","$410,000.00 ","$1,600,000.00 "
FAR ROCKAWAY             ,02 TWO FAMILY HOMES                        ,213,"$165,000.00 ","$470,331.00 ","$471,293.00 ","$930,000.00 "
FAR ROCKAWAY             ,03 THREE FAMILY HOMES                      ,57,"$250,000.00 ","$542,749.00 ","$549,000.00 ","$1,100,000.00 "
FLORAL PARK              ,01 ONE FAMILY HOMES                        ,179,"$151,500.00 ","$534,086.00 ","$525,000.00 ","$890,000.00 "
FLORAL PARK              ,02 TWO FAMILY HOMES                        ,9,"$150,000.00 ","$559,389.00 ","$600,000.00 ","$675,000.00 "
FLUSHING-NORTH           ,01 ONE FAMILY HOMES                        ,668,"$181,154.00 ","$607,745.00 ","$600,000.00 ","$1,510,000.00 "
FLUSHING-NORTH           ,02 TWO FAMILY HOMES                        ,267,"$160,000.00 ","$700,186.00 ","$720,000.00 ","$1,400,000.00 "
FLUSHING-NORTH           ,03 THREE FAMILY HOMES                      ,87,"$180,000.00 ","$792,644.00 ","$805,000.00 ","$1,390,000.00 "
FLUSHING-SOUTH           ,01 ONE FAMILY HOMES                        ,342,"$150,000.00 ","$565,353.00 ","$540,000.00 ","$1,300,000.00 "
FLUSHING-SOUTH           ,02 TWO FAMILY HOMES                        ,106,"$200,000.00 ","$654,702.00 ","$649,500.00 ","$1,160,000.00 "
FLUSHING-SOUTH           ,03 THREE FAMILY HOMES                      ,21,"$150,000.00 ","$749,416.00 ","$733,000.00 ","$998,980.00 "
FOREST HILLS             ,01 ONE FAMILY HOMES                        ,196,"$175,000.00 ","$864,881.00 ","$722,500.00 ","$2,600,000.00 "
FOREST HILLS             ,02 TWO FAMILY HOMES                        ,40,"$300,000.00 ","$716,312.00 ","$642,240.00 ","$1,960,000.00 "
FOREST HILLS             ,03 THREE FAMILY HOMES                      ,3,"$608,000.00 ","$774,333.00 ","$750,000.00 ","$965,000.00 "
FRESH MEADOWS            ,01 ONE FAMILY HOMES                        ,112,"$200,000.00 ","$618,744.00 ","$628,000.00 ","$990,000.00 "
FRESH MEADOWS            ,02 TWO FAMILY HOMES                        ,18,"$395,000.00 ","$616,306.00 ","$659,750.00 ","$778,000.00 "
GLEN OAKS                ,01 ONE FAMILY HOMES                        ,24,"$360,000.00 ","$531,813.00 ","$515,000.00 ","$760,000.00 "
GLEN OAKS                ,02 TWO FAMILY HOMES                        ,4,"$370,000.00 ","$482,500.00 ","$512,500.00 ","$535,000.00 "
GLEN OAKS                ,03 THREE FAMILY HOMES                      ,1,"$720,000.00 ","$720,000.00 ","$720,000.00 ","$720,000.00 "
GLENDALE                 ,01 ONE FAMILY HOMES                        ,101,"$190,000.00 ","$467,405.00 ","$460,000.00 ","$820,000.00 "
GLENDALE                 ,02 TWO FAMILY HOMES                        ,174,"$170,000.00 ","$538,057.00 ","$542,500.00 ","$1,460,000.00 "
GLENDALE                 ,03 THREE FAMILY HOMES                      ,18,"$497,760.00 ","$675,978.00 ","$640,000.00 ","$989,000.00 "
HAMMELS                  ,01 ONE FAMILY HOMES                        ,21,"$160,000.00 ","$307,476.00 ","$300,000.00 ","$491,790.00 "
HAMMELS                  ,02 TWO FAMILY HOMES                        ,33,"$160,000.00 ","$409,392.00 ","$425,000.00 ","$646,588.00 "
HAMMELS                  ,03 THREE FAMILY HOMES                      ,11,"$325,000.00 ","$482,922.00 ","$479,000.00 ","$685,000.00 "
HILLCREST                ,01 ONE FAMILY HOMES                        ,34,"$175,000.00 ","$544,515.00 ","$537,000.00 ","$920,000.00 "
HILLCREST                ,02 TWO FAMILY HOMES                        ,10,"$350,000.00 ","$510,000.00 ","$511,000.00 ","$670,000.00 "
HILLCREST                ,03 THREE FAMILY HOMES                      ,12,"$997,000.00 ","$997,917.00 ","$998,000.00 ","$998,000.00 "
