NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
BATHGATE                 ,01 ONE FAMILY HOMES     ,3," $	225,000.00 "," $	343,333.00 "," $	225,000.00 "," $	580,000.00 "
BATHGATE                 ,02 TWO FAMILY HOMES     ,13," $	240,000.00 "," $	350,169.00 "," $	360,000.00 "," $	525,200.00 "
BATHGATE                 ,03 THREE FAMILY HOMES   ,5," $	250,000.00 "," $	355,520.00 "," $	360,000.00 "," $	440,000.00 "
BAYCHESTER               ,01 ONE FAMILY HOMES     ,64," $	200,000.00 "," $	323,235.00 "," $	332,200.00 "," $	457,830.00 "
BAYCHESTER               ,02 TWO FAMILY HOMES     ,80," $	210,000.00 "," $	432,014.00 "," $	417,000.00 "," $	675,000.00 "
BAYCHESTER               ,03 THREE FAMILY HOMES   ,19," $	285,204.00 "," $	473,622.00 "," $	485,500.00 "," $	675,000.00 "
BEDFORD PARK/NORWOOD     ,01 ONE FAMILY HOMES     ,9," $	200,000.00 "," $	307,882.00 "," $	250,000.00 "," $	525,000.00 "
BEDFORD PARK/NORWOOD     ,02 TWO FAMILY HOMES     ,24," $	225,000.00 "," $	403,233.00 "," $	365,000.00 "," $	720,000.00 "
BEDFORD PARK/NORWOOD     ,03 THREE FAMILY HOMES   ,12," $	200,000.00 "," $	360,759.00 "," $	337,500.00 "," $	550,000.00 "
BELMONT                  ,02 TWO FAMILY HOMES     ,12," $	228,150.00 "," $	343,426.00 "," $	315,000.00 "," $	495,000.00 "
BELMONT                  ,03 THREE FAMILY HOMES   ,11," $	263,640.00 "," $	411,222.00 "," $	370,000.00 "," $	900,000.00 "
BRONXDALE                ,01 ONE FAMILY HOMES     ,39," $	200,000.00 "," $	347,971.00 "," $	345,000.00 "," $	610,950.00 "
BRONXDALE                ,02 TWO FAMILY HOMES     ,64," $	200,000.00 "," $	421,375.00 "," $	410,000.00 "," $	1,023,453.00 "
BRONXDALE                ,03 THREE FAMILY HOMES   ,8," $	237,500.00 "," $	374,318.00 "," $	338,522.00 "," $	575,000.00 "
CASTLE HILL/UNIONPORT    ,01 ONE FAMILY HOMES     ,21," $	220,000.00 "," $	323,151.00 "," $	340,000.00 "," $	390,000.00 "
CASTLE HILL/UNIONPORT    ,02 TWO FAMILY HOMES     ,41," $	205,000.00 "," $	401,701.00 "," $	435,000.00 "," $	540,000.00 "
CASTLE HILL/UNIONPORT    ,03 THREE FAMILY HOMES   ,11," $	380,000.00 "," $	539,064.00 "," $	475,000.00 "," $	702,592.00 "
CITY ISLAND              ,01 ONE FAMILY HOMES     ,21," $	265,000.00 "," $	413,271.00 "," $	365,970.00 "," $	760,000.00 "
CITY ISLAND              ,02 TWO FAMILY HOMES     ,9," $	295,074.00 "," $	542,830.00 "," $	560,000.00 "," $	980,000.00 "
