NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
BATHGATE                 ,01 ONE FAMILY HOMES     ,3,"300,000","403,333","400,000","510,000"
BATHGATE                 ,02 TWO FAMILY HOMES     ,11,"228,000","367,983","393,600","505,000"
BATHGATE                 ,03 THREE FAMILY HOMES   ,8,"400,000","516,581","456,157","692,258"
BAYCHESTER               ,01 ONE FAMILY HOMES     ,67,"210,000","346,971","345,360","645,000"
BAYCHESTER               ,02 TWO FAMILY HOMES     ,98,"200,000","423,510","447,500","655,000"
BAYCHESTER               ,03 THREE FAMILY HOMES   ,29,"235,000","436,197","463,000","650,000"
BEDFORD PARK/NORWOOD     ,01 ONE FAMILY HOMES     ,11,"240,000","528,200","377,701","2,000,000"
BEDFORD PARK/NORWOOD     ,02 TWO FAMILY HOMES     ,29,"200,000","440,903","400,000","1,800,000"
BEDFORD PARK/NORWOOD     ,03 THREE FAMILY HOMES   ,7,"295,000","430,714","420,000","525,000"
BELMONT                  ,01 ONE FAMILY HOMES     ,3,"285,000","340,833","325,000","412,500"
BELMONT                  ,02 TWO FAMILY HOMES     ,11,"207,500","373,318","385,000","480,000"
BELMONT                  ,03 THREE FAMILY HOMES   ,11,"235,000","405,376","325,000","641,304"
BRONXDALE                ,01 ONE FAMILY HOMES     ,50,"205,000","335,535","337,500","525,000"
BRONXDALE                ,02 TWO FAMILY HOMES     ,71,"200,000","434,012","449,000","850,000"
BRONXDALE                ,03 THREE FAMILY HOMES   ,15,"245,000","455,613","460,000","750,000"
CASTLE HILL/UNIONPORT    ,01 ONE FAMILY HOMES     ,25,"205,000","334,202","350,000","523,000"
CASTLE HILL/UNIONPORT    ,02 TWO FAMILY HOMES     ,46,"235,000","428,494","436,000","584,500"
CASTLE HILL/UNIONPORT    ,03 THREE FAMILY HOMES   ,18,"200,000","446,444","460,000","685,000"
CITY ISLAND              ,01 ONE FAMILY HOMES     ,36,"250,000","547,334","449,500","2,000,000"
CITY ISLAND              ,02 TWO FAMILY HOMES     ,2,"312,724","320,112","320,112","327,500"
CITY ISLAND-PELHAM STRIP ,01 ONE FAMILY HOMES     ,2,"850,000","913,889","913,889","977,777"
COUNTRY CLUB             ,01 ONE FAMILY HOMES     ,54,"200,000","426,410","417,500","899,000"
COUNTRY CLUB             ,02 TWO FAMILY HOMES     ,43,"220,000","540,301","475,000","1,600,000"
COUNTRY CLUB             ,03 THREE FAMILY HOMES   ,6,"510,000","655,833","645,000","800,000"
CROTONA PARK             ,01 ONE FAMILY HOMES     ,3,"345,000","371,667","380,000","390,000"
CROTONA PARK             ,02 TWO FAMILY HOMES     ,12,"200,000","319,031","317,500","495,000"
CROTONA PARK             ,03 THREE FAMILY HOMES   ,5,"240,000","413,000","495,000","510,000"
EAST TREMONT             ,01 ONE FAMILY HOMES     ,14,"220,000","335,955","326,500","481,000"
EAST TREMONT             ,02 TWO FAMILY HOMES     ,24,"205,000","441,809","474,500","650,000"
EAST TREMONT             ,03 THREE FAMILY HOMES   ,10,"220,000","408,620","392,500","560,000"
FIELDSTON                ,01 ONE FAMILY HOMES     ,12,"300,000","1,403,492","1,347,500","2,900,000"
FORDHAM                  ,01 ONE FAMILY HOMES     ,3,"206,700","282,900","270,000","372,000"
FORDHAM                  ,02 TWO FAMILY HOMES     ,8,"200,000","308,250","315,000","416,000"
FORDHAM                  ,03 THREE FAMILY HOMES   ,5,"250,000","471,658","450,000","724,292"
HIGHBRIDGE/MORRIS HEIGHTS,01 ONE FAMILY HOMES     ,4,"210,000","311,700","300,000","436,800"
HIGHBRIDGE/MORRIS HEIGHTS,02 TWO FAMILY HOMES     ,26,"205,000","393,273","385,000","570,000"
HIGHBRIDGE/MORRIS HEIGHTS,03 THREE FAMILY HOMES   ,16,"202,500","502,531","492,000","1,000,000"
HUNTS POINT              ,02 TWO FAMILY HOMES     ,10,"210,000","394,238","424,859","524,000"
HUNTS POINT              ,03 THREE FAMILY HOMES   ,5,"320,000","414,600","345,000","551,000"
