NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
BATHGATE                 ,01 ONE FAMILY HOMES                        ,11,"$205,000","$364,635","$340,000","$800,000"
BATHGATE                 ,02 TWO FAMILY HOMES                        ,22,"$299,000","$457,583","$456,750","$800,000"
BATHGATE                 ,03 THREE FAMILY HOMES                      ,27,"$295,000","$732,161","$590,000","$3,123,830"
BAYCHESTER               ,01 ONE FAMILY HOMES                        ,160,"$180,000","$382,663","$385,950","$670,000"
BAYCHESTER               ,02 TWO FAMILY HOMES                        ,200,"$160,000","$506,873","$504,850","$850,000"
BAYCHESTER               ,03 THREE FAMILY HOMES                      ,49,"$387,200","$604,697","$600,000","$805,000"
BEDFORD PARK/NORWOOD     ,01 ONE FAMILY HOMES                        ,24,"$263,000","$413,934","$387,500","$800,000"
BEDFORD PARK/NORWOOD     ,02 TWO FAMILY HOMES                        ,59,"$190,000","$498,691","$481,700","$999,999"
BEDFORD PARK/NORWOOD     ,03 THREE FAMILY HOMES                      ,21,"$168,070","$513,041","$470,000","$800,000"
BELMONT                  ,01 ONE FAMILY HOMES                        ,5,"$390,000","$439,000","$410,000","$515,000"
BELMONT                  ,02 TWO FAMILY HOMES                        ,39,"$160,000","$451,586","$450,000","$750,000"
BELMONT                  ,03 THREE FAMILY HOMES                      ,35,"$325,000","$524,465","$540,000","$715,000"
BRONX PARK               ,02 TWO FAMILY HOMES                        ,1,"$466,000","$466,000","$466,000","$466,000"
BRONXDALE                ,01 ONE FAMILY HOMES                        ,93,"$160,000","$393,836","$400,000","$995,000"
BRONXDALE                ,02 TWO FAMILY HOMES                        ,113,"$315,000","$519,552","$525,000","$760,000"
BRONXDALE                ,03 THREE FAMILY HOMES                      ,47,"$291,500","$628,196","$625,000","$1,075,000"
CASTLE HILL/UNIONPORT    ,01 ONE FAMILY HOMES                        ,49,"$165,000","$378,242","$390,000","$499,990"
CASTLE HILL/UNIONPORT    ,02 TWO FAMILY HOMES                        ,91,"$150,000","$506,023","$500,000","$1,800,000"
CASTLE HILL/UNIONPORT    ,03 THREE FAMILY HOMES                      ,26,"$155,000","$533,630","$552,320","$786,598"
CITY ISLAND              ,01 ONE FAMILY HOMES                        ,21,"$160,000","$493,306","$495,000","$999,000"
CITY ISLAND              ,02 TWO FAMILY HOMES                        ,4,"$485,000","$695,188","$710,375","$875,000"
CO-OP CITY               ,01 ONE FAMILY HOMES                        ,1,"$355,000","$355,000","$355,000","$355,000"
COUNTRY CLUB             ,01 ONE FAMILY HOMES                        ,65,"$161,500","$493,611","$480,000","$920,000"
COUNTRY CLUB             ,02 TWO FAMILY HOMES                        ,45,"$325,000","$624,254","$600,000","$980,000"
COUNTRY CLUB             ,03 THREE FAMILY HOMES                      ,7,"$575,000","$711,955","$730,000","$850,000"
CROTONA PARK             ,01 ONE FAMILY HOMES                        ,7,"$215,000","$326,188","$330,000","$405,000"
CROTONA PARK             ,02 TWO FAMILY HOMES                        ,16,"$320,000","$411,972","$410,000","$519,000"
CROTONA PARK             ,03 THREE FAMILY HOMES                      ,22,"$415,000","$583,089","$565,000","$691,391"
EAST TREMONT             ,01 ONE FAMILY HOMES                        ,17,"$150,000","$338,672","$340,000","$500,000"
EAST TREMONT             ,02 TWO FAMILY HOMES                        ,38,"$315,056","$466,824","$458,500","$820,000"
EAST TREMONT             ,03 THREE FAMILY HOMES                      ,38,"$280,000","$575,716","$587,500","$691,500"
FIELDSTON                ,01 ONE FAMILY HOMES                        ,18,"$415,000","$1,505,935","$1,527,500","$3,200,000"
FIELDSTON                ,02 TWO FAMILY HOMES                        ,1,"$630,000","$630,000","$630,000","$630,000"
FIELDSTON                ,03 THREE FAMILY HOMES                      ,3,"$440,000","$596,267","$600,000","$748,800"
FORDHAM                  ,01 ONE FAMILY HOMES                        ,17,"$215,000","$489,271","$355,000","$2,600,000"
FORDHAM                  ,02 TWO FAMILY HOMES                        ,22,"$277,778","$438,541","$442,600","$589,000"
FORDHAM                  ,03 THREE FAMILY HOMES                      ,14,"$190,000","$480,651","$463,950","$690,000"
HIGHBRIDGE/MORRIS HEIGHTS,01 ONE FAMILY HOMES                        ,13,"$203,000","$372,230","$350,000","$529,000"
HIGHBRIDGE/MORRIS HEIGHTS,02 TWO FAMILY HOMES                        ,56,"$243,000","$438,706","$460,000","$601,000"
HIGHBRIDGE/MORRIS HEIGHTS,03 THREE FAMILY HOMES                      ,25,"$310,000","$546,438","$540,600","$682,227"
HUNTS POINT              ,01 ONE FAMILY HOMES                        ,2,"$230,000","$415,000","$415,000","$600,000"
HUNTS POINT              ,02 TWO FAMILY HOMES                        ,14,"$180,000","$397,783","$440,000","$519,000"
HUNTS POINT              ,03 THREE FAMILY HOMES                      ,25,"$329,441","$514,491","$550,000","$626,223"
KINGSBRIDGE HTS/UNIV HTS ,01 ONE FAMILY HOMES                        ,19,"$185,000","$417,932","$381,600","$660,000"
KINGSBRIDGE HTS/UNIV HTS ,02 TWO FAMILY HOMES                        ,34,"$175,000","$494,045","$495,000","$700,000"
KINGSBRIDGE HTS/UNIV HTS ,03 THREE FAMILY HOMES                      ,12,"$390,000","$590,412","$570,000","$711,756"
KINGSBRIDGE/JEROME PARK  ,01 ONE FAMILY HOMES                        ,28,"$150,000","$475,771","$452,500","$995,000"
KINGSBRIDGE/JEROME PARK  ,02 TWO FAMILY HOMES                        ,46,"$172,000","$561,490","$538,500","$2,300,000"
