neighborhood,building_type,price,rank,score
Longwood,Coop_Walkup,125000.0,100.0,0.1813344461110392
Longwood,Two_Family,414900.1153846154,100.0,0.1813344461110392
Longwood,Condo_Elevator,230750.0,100.0,0.1813344461110392
Longwood,Coop_Elevator,163725.0,100.0,0.1813344461110392
Longwood,Condo_Walkup,169073.14285714287,100.0,0.1813344461110392
Longwood,One_Family,844825.2592592592,100.0,0.1813344461110392
Longwood,Three_Family,517300.578125,100.0,0.1813344461110392
SoHo,Coop_Walkup,1159460.4102564103,97.47917493660334,0.171605876146091
SoHo,Two_Family,1.7852166666666668E7,97.47917493660334,0.171605876146091
SoHo,Condo_Walkup,1222500.0,97.47917493660334,0.171605876146091
SoHo,Condo_Elevator,4506868.9125,97.47917493660334,0.171605876146091
SoHo,Coop_Elevator,3234975.3387096776,97.47917493660334,0.171605876146091
SoHo,One_Family,1.3E7,97.47917493660334,0.171605876146091
Jamaica Hills,Three_Family,1068000.0,97.40263963220428,0.17131050497002387
Jamaica Hills,One_Family,647667.2142857143,97.40263963220428,0.17131050497002387
Jamaica Hills,Coop_Elevator,157415.33333333334,97.40263963220428,0.17131050497002387
Jamaica Hills,Two_Family,819980.380952381,97.40263963220428,0.17131050497002387
Murray Hill,Coop_Walkup,465000.0,92.22862689236402,0.15134254064359626
Murray Hill,Coop_Elevator,751072.10546875,92.22862689236402,0.15134254064359626
Murray Hill,One_Family,5660000.0,92.22862689236402,0.15134254064359626
Murray Hill,Two_Family,7750000.0,92.22862689236402,0.15134254064359626
Murray Hill,Condo_Elevator,1616139.8448275863,92.22862689236402,0.15134254064359626
Tribeca,One_Family,1.8E7,89.70400201571192,0.14159930613502456
Tribeca,Coop_Elevator,2820301.6363636362,89.70400201571192,0.14159930613502456
Tribeca,Condo_Elevator,3299689.045325779,89.70400201571192,0.14159930613502456
Tribeca,Coop_Walkup,2047500.0,89.70400201571192,0.14159930613502456
Sea Gate,Three_Family,770281.3333333334,87.32773313256902,0.13242861895769414
Sea Gate,One_Family,854977.1428571428,87.32773313256902,0.13242861895769414
Sea Gate,Two_Family,612050.0,87.32773313256902,0.13242861895769414
Jamaica,Condo_Walkup,405600.0,85.95159090388177,0.12711770066038702
Jamaica,Coop_Elevator,153937.4,85.95159090388177,0.12711770066038702
Jamaica,Two_Family,583978.492917847,85.95159090388177,0.12711770066038702
Jamaica,Three_Family,641158.09375,85.95159090388177,0.12711770066038702
Jamaica,Condo_Elevator,421333.3333333333,85.95159090388177,0.12711770066038702
Jamaica,One_Family,379630.5,85.95159090388177,0.12711770066038702
Coney Island,Coop_Elevator,359473.1612903226,85.27243613169153,0.1244966521734371
Coney Island,Condo_Elevator,520594.5945945946,85.27243613169153,0.1244966521734371
Coney Island,One_Family,513640.0,85.27243613169153,0.1244966521734371
Coney Island,Three_Family,921864.6,85.27243613169153,0.1244966521734371
Coney Island,Two_Family,527827.8333333334,85.27243613169153,0.1244966521734371
Gramercy,Condo_Elevator,2435254.632352941,84.61800680931066,0.1219710261225293
Gramercy,Three_Family,1.35E7,84.61800680931066,0.1219710261225293
Gramercy,Two_Family,5333333.333333333,84.61800680931066,0.1219710261225293
Gramercy,Coop_Elevator,1075797.3780487804,84.61800680931066,0.1219710261225293
Gramercy,Coop_Walkup,1190526.923076923,84.61800680931066,0.1219710261225293
Morrisania,Three_Family,517300.578125,84.0969644498931,0.1199601777213851
Morrisania,Coop_Walkup,125000.0,84.0969644498931,0.1199601777213851
Morrisania,Two_Family,414900.1153846154,84.0969644498931,0.1199601777213851
Morrisania,Condo_Elevator,230750.0,84.0969644498931,0.1199601777213851
Morrisania,Coop_Elevator,163725.0,84.0969644498931,0.1199601777213851
Morrisania,Condo_Walkup,169073.14285714287,84.0969644498931,0.1199601777213851
Morrisania,One_Family,844825.2592592592,84.0969644498931,0.1199601777213851
Brownsville,Three_Family,676071.4285714285,83.85434525226675,0.1190238422837459
Brownsville,Two_Family,538419.0652173914,83.85434525226675,0.1190238422837459
Brownsville,One_Family,376680.8,83.85434525226675,0.1190238422837459
Kensington,Coop_Elevator,512179.57627118647,83.80603852802437,0.11883741310490539
Kensington,Coop_Walkup,472936.75,83.80603852802437,0.11883741310490539
Kensington,Two_Family,1340190.4761904762,83.80603852802437,0.11883741310490539
Kensington,Three_Family,1340571.4285714286,83.80603852802437,0.11883741310490539
Kensington,Condo_Elevator,881145.7142857143,83.80603852802437,0.11883741310490539
Kensington,One_Family,1110000.0,83.80603852802437,0.11883741310490539
Mott Haven,Coop_Walkup,107000.0,83.59698020261104,0.11803059847303321
Mott Haven,Two_Family,593570.8235294118,83.59698020261104,0.11803059847303321
Mott Haven,One_Family,545375.0,83.59698020261104,0.11803059847303321
Mott Haven,Three_Family,589782.4545454546,83.59698020261104,0.11803059847303321
Mott Haven,Condo_Walkup,765000.0,83.59698020261104,0.11803059847303321
Hunts Point,Three_Family,550312.5,82.95892917219517,0.11556818083813235
Hunts Point,Two_Family,432813.3333333333,82.95892917219517,0.11556818083813235
Hunts Point,One_Family,390000.0,82.95892917219517,0.11556818083813235
Washington Heights,Three_Family,816425.0,82.54208873330475,0.1139594768336978
Washington Heights,Condo_Elevator,626706.9333333333,82.54208873330475,0.1139594768336978
Washington Heights,One_Family,1560000.0,82.54208873330475,0.1139594768336978
Washington Heights,Coop_Elevator,617132.3396226416,82.54208873330475,0.1139594768336978
Washington Heights,Two_Family,1472992.0,82.54208873330475,0.1139594768336978
Washington Heights,Coop_Walkup,518725.85714285716,82.54208873330475,0.1139594768336978
Willowbrook,Two_Family,732188.8888888889,82.12122159290672,0.1123352326603267
Willowbrook,One_Family,581023.3378378379,82.12122159290672,0.1123352326603267
Bull's Head,One_Family,449686.90265486727,81.84940360731886,0.11128621092180127
Bull's Head,Three_Family,696000.0,81.84940360731886,0.11128621092180127
Bull's Head,Two_Family,597487.6363636364,81.84940360731886,0.11128621092180127
Rossville,One_Family,484657.07272727275,81.04638265842621,0.10818712816589804
Rossville,Two_Family,821866.1935483871,81.04638265842621,0.10818712816589804
Fort Greene,Coop_Elevator,664414.3714285714,80.8059586415794,0.10725926454572424
Fort Greene,Condo_Walkup,1061990.0,80.8059586415794,0.10725926454572424
Fort Greene,Condo_Elevator,1213623.303030303,80.8059586415794,0.10725926454572424
Fort Greene,One_Family,2846008.0,80.8059586415794,0.10725926454572424
Fort Greene,Coop_Walkup,903818.1818181818,80.8059586415794,0.10725926454572424
Fort Greene,Three_Family,2422750.0,80.8059586415794,0.10725926454572424
Fort Greene,Two_Family,2796399.625,80.8059586415794,0.10725926454572424
Kew Gardens,Condo_Elevator,440466.84210526315,80.60645141974906,0.10648931029769977
Kew Gardens,One_Family,880431.1612903225,80.60645141974906,0.10648931029769977
Kew Gardens,Coop_Walkup,285000.0,80.60645141974906,0.10648931029769977
Kew Gardens,Two_Family,1038436.25,80.60645141974906,0.10648931029769977
Kew Gardens,Condo_Walkup,351500.0,80.60645141974906,0.10648931029769977
Kew Gardens,Three_Family,910977.6,80.60645141974906,0.10648931029769977
Kew Gardens,Coop_Elevator,259116.67142857143,80.60645141974906,0.10648931029769977
Bensonhurst,One_Family,1014694.0476190476,80.43724735288198,0.10583630441213782
Bensonhurst,Coop_Walkup,230000.0,80.43724735288198,0.10583630441213782
Bensonhurst,Coop_Elevator,255041.66666666666,80.43724735288198,0.10583630441213782
Bensonhurst,Three_Family,1405388.1842105263,80.43724735288198,0.10583630441213782
Bensonhurst,Two_Family,1190609.6355140186,80.43724735288198,0.10583630441213782
Bensonhurst,Condo_Elevator,601687.4347826086,80.43724735288198,0.10583630441213782
Bensonhurst,Condo_Walkup,563333.3333333334,80.43724735288198,0.10583630441213782
Springfield Gardens,Three_Family,716666.6666666666,80.37338332236445,0.1055898352310133
Springfield Gardens,Two_Family,559585.6466165413,80.37338332236445,0.1055898352310133
Springfield Gardens,One_Family,412733.50214592274,80.37338332236445,0.1055898352310133
Tottenville,One_Family,710891.41,80.232128665304,0.10504469394610572
Tottenville,Two_Family,791008.3265306122,80.232128665304,0.10504469394610572
Marine Park,Three_Family,1060000.0,80.14155841484826,0.10469515798222795
Marine Park,One_Family,630944.7549668874,80.14155841484826,0.10469515798222795
Marine Park,Coop_Elevator,166433.41860465117,80.14155841484826,0.10469515798222795
Marine Park,Coop_Walkup,195000.0,80.14155841484826,0.10469515798222795
Marine Park,Two_Family,697782.487804878,80.14155841484826,0.10469515798222795
Tremont,One_Family,476687.5,79.18451918596259,0.1010016755456209
Tremont,Two_Family,467523.8095238095,79.18451918596259,0.1010016755456209
Tremont,Coop_Walkup,556666.6666666666,79.18451918596259,0.1010016755456209
Tremont,Condo_Walkup,199000.0,79.18451918596259,0.1010016755456209
Tremont,Three_Family,581695.24,79.18451918596259,0.1010016755456209
Tremont,Condo_Elevator,270000.0,79.18451918596259,0.1010016755456209
Hollis,One_Family,444656.09633027524,78.93958125297907,0.10005639145879533
Hollis,Two_Family,545862.723076923,78.93958125297907,0.10005639145879533
Hollis,Coop_Elevator,145000.0,78.93958125297907,0.10005639145879533
Hollis,Three_Family,612833.3333333334,78.93958125297907,0.10005639145879533
Belmont,One_Family,351000.0,77.94227604153042,0.09620751131757989
Belmont,Coop_Walkup,1150000.0,77.94227604153042,0.09620751131757989
Belmont,Three_Family,669888.6363636364,77.94227604153042,0.09620751131757989
Belmont,Two_Family,563472.2222222222,77.94227604153042,0.09620751131757989
Crotona Park,Three_Family,543875.0,77.9400722384879,0.09619900622438661
Crotona Park,Two_Family,518380.8125,77.9400722384879,0.09619900622438661
Crotona Park,One_Family,320416.4285714286,77.9400722384879,0.09619900622438661
Richmond Hill,One_Family,486387.6875,77.4650812594431,0.09436588299840196
Richmond Hill,Three_Family,716548.7916666666,77.4650812594431,0.09436588299840196
Richmond Hill,Two_Family,618194.319047619,77.4650812594431,0.09436588299840196
Richmond Hill,Coop_Elevator,129250.0,77.4650812594431,0.09436588299840196
Elmhurst,One_Family,735309.2727272727,77.32324745501944,0.09381850662160926
Elmhurst,Coop_Walkup,200000.0,77.32324745501944,0.09381850662160926
Elmhurst,Condo_Elevator,472210.2028985507,77.32324745501944,0.09381850662160926
Elmhurst,Three_Family,1200085.1063829786,77.32324745501944,0.09381850662160926
Elmhurst,Two_Family,978542.6021505377,77.32324745501944,0.09381850662160926
Elmhurst,Coop_Elevator,393435.91964285716,77.32324745501944,0.09381850662160926
Elmhurst,Condo_Walkup,417500.0,77.32324745501944,0.09381850662160926
New Springville,One_Family,512213.875,76.77105230740034,0.09168743088536647
New Springville,Three_Family,737000.0,76.77105230740034,0.09168743088536647
New Springville,Condo_Walkup,816278.5714285715,76.77105230740034,0.09168743088536647
New Springville,Two_Family,705207.3859649122,76.77105230740034,0.09168743088536647
New Springville,Condo_Elevator,267832.4324324324,76.77105230740034,0.09168743088536647
Dongan Hills,One_Family,614602.6578947369,76.47270879263687,0.09053603970034944
Dongan Hills,Coop_Elevator,205000.0,76.47270879263687,0.09053603970034944
Dongan Hills,Two_Family,743439.2380952381,76.47270879263687,0.09053603970034944
Dongan Hills,Condo_Walkup,207000.0,76.47270879263687,0.09053603970034944
Dongan Hills,Three_Family,742000.0,76.47270879263687,0.09053603970034944
Mount Hope,Two_Family,631112.0909090909,76.18160739085688,0.08941259785774289
Mount Hope,One_Family,578622.0,76.18160739085688,0.08941259785774289
Mount Hope,Coop_Elevator,176633.33333333334,76.18160739085688,0.08941259785774289
Mount Hope,Three_Family,690369.05,76.18160739085688,0.08941259785774289
Woodhaven,One_Family,516109.73913043475,76.16768895078805,0.08935888269917089
Woodhaven,Two_Family,684046.1370967742,76.16768895078805,0.08935888269917089
Woodhaven,Condo_Walkup,351375.0,76.16768895078805,0.08935888269917089
Woodhaven,Three_Family,725187.5,76.16768895078805,0.08935888269917089
Inwood,Condo_Elevator,362125.0,76.01039977542449,0.08875185971710345
Inwood,One_Family,636250.0,76.01039977542449,0.08875185971710345
Inwood,Coop_Walkup,355000.0,76.01039977542449,0.08875185971710345
Inwood,Coop_Elevator,2532183.75,76.01039977542449,0.08875185971710345
Inwood,Two_Family,801225.0,76.01039977542449,0.08875185971710345
Corona,Condo_Elevator,962613.8947368421,75.85345381772764,0.08814616130814198
