DBN,School Name,School Type,Enrollment,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How effective is the teaching and learning?,Quality Review - How well does the school assess what students are learning?,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - How well do teachers work with each other?,Quality Review - Dates of Review,Average Grade 5 English Proficiency,Average Grade 5 Math Proficiency,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent in Temp Housing,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate
29Q289,Queens United Middle School,Middle,240,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Not Meeting Target,0.72,0.6,0.66,0.79,0.87,0.83,Proficient,Proficient,Well Developed,Proficient,Proficient,42111,2.69,2.44,0.017,0.183,0.063,0.437,0.092,0.321,0.008,0.863,0.05,0.008,3,0.111,0.946,0.151,0.955
29Q295,P.S./I.S. 295,K-8,530,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.82,0.82,0.72,0.81,0.87,0.84,Proficient,Proficient,Proficient,Well Developed,Proficient,42503,,,0.115,0.174,0.094,0.427,0.068,0.296,0.374,0.257,0.279,0.045,4.8,0.889,0.961,0.091,0.958
29Q327,Eagle Academy for Young Men III,Middle,248,Meeting Target,Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,Not Meeting Target,Meeting Target,0.53,0.43,0.57,0.42,0.73,0.62,Well Developed,Proficient,Proficient,Proficient,Well Developed,42115,2.59,2.51,0,0.238,0.065,0.411,0.048,0.274,0.012,0.899,0.016,0.008,0.6,0.714,0.957,0.115,0.973
29Q355,Collaborative Arts Middle School,Middle,395,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Approaching Target,0.84,0.87,0.71,0.94,0.82,0.89,Proficient,Proficient,Proficient,Well Developed,Proficient,42411,2.53,2.28,0.023,0.253,0.134,0.614,0.187,0.446,0.01,0.914,0.056,0.008,5,0.543,0.932,0.193,0.964
29Q356,Community Voices Middle School,Middle,377,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.89,0.9,0.72,0.96,0.86,0.91,Proficient,Proficient,Proficient,Proficient,Proficient,42019,2.55,2.32,0.029,0.225,0.095,0.575,0.188,0.414,0.005,0.899,0.064,0.011,5,0.667,0.925,0.227,0.977
30Q002,P.S. 002 Alfred Zimberg,Elementary,593,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.96,0.97,0.97,0.96,0.91,0.97,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,42321,,,0.164,0.17,0.037,0.447,0.04,0.332,0.206,0.024,0.371,0.395,0.9,0.86,0.945,0.144,0.954
30Q010,I.S. 010 Horace Greeley,Middle,790,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.88,0.91,0.79,0.92,0.83,0.91,Proficient,Proficient,Proficient,Proficient,Proficient,42016,2.74,2.72,0.115,0.163,0.063,0.612,0.082,0.459,0.225,0.061,0.524,0.18,11.3,0.912,0.941,0.16,0.96
30Q011,P.S. 011 Kathryn Phelan,Elementary,1178,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.86,0.87,0.8,0.94,0.91,0.94,Proficient,Proficient,Proficient,Well Developed,Well Developed,42411,,,0.254,0.188,0.045,0.547,0.129,0.417,0.382,0.019,0.495,0.089,2,0.829,0.954,0.104,0.959
30Q017,P.S. 017 Henry David Thoreau,Elementary,532,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.78,0.75,0.76,0.8,0.91,0.88,Developing,Developing,Developing,Proficient,Proficient,41961,,,0.239,0.216,0.1,0.671,0.102,0.534,0.19,0.117,0.56,0.124,3.9,0.738,0.935,0.22,0.946
30Q069,P.S. 069 Jackson Heights,Elementary,1033,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,0.88,0.87,0.85,0.87,0.92,0.94,Proficient,Developing,Developing,Proficient,Developing,41968,,,0.183,0.099,0.036,0.568,0.06,0.387,0.493,0.005,0.404,0.079,13,0.985,0.962,0.095,0.95
30Q070,P.S. 070,Elementary,870,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,0.81,0.73,0.92,0.7,0.92,0.79,Proficient,Proficient,Proficient,Well Developed,Proficient,42426,,,0.23,0.144,0.038,0.584,0.034,0.46,0.18,0.022,0.433,0.352,12.9,0.868,0.955,0.116,0.946
30Q076,P.S. 076 William Hallet,Elementary,492,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.67,0.68,0.62,0.8,0.88,0.86,Proficient,Developing,Proficient,Developing,Proficient,42046,,,0.136,0.407,0.175,0.796,0.112,0.659,0.091,0.305,0.472,0.112,0.9,0.887,0.927,0.263,0.952
30Q078,P.S./I.S. 78Q,K-8,547,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.9,0.89,0.75,0.83,0.9,0.86,Proficient,Well Developed,Well Developed,Well Developed,Proficient,42065,,,0.049,0.119,0.009,0.255,0.02,0.172,0.196,0.04,0.322,0.388,10,0.537,0.947,0.138,0.964
30Q084,P.S. 084 Steinway,K-8,286,Meeting Target,Meeting Target,,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.93,0.83,0.86,0.82,0.92,0.9,Proficient,Proficient,Proficient,Proficient,Proficient,42426,,,0.129,0.185,0.007,0.561,0.136,0.385,0.084,0.066,0.399,0.427,12.2,0.781,0.945,0.147,0.967
30Q085,P.S. 085 Judge Charles Vallone,Elementary,533,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Exceeding Target,0.84,0.81,0.81,0.77,0.92,0.82,Developing,Developing,Proficient,Well Developed,Proficient,42041,,,0.098,0.124,0.013,0.457,0.056,0.302,0.186,0.047,0.308,0.415,13,0.861,0.945,0.142,0.952
30Q092,P.S. 092 Harry T. Stewart Sr.,Elementary,836,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,0.88,0.88,0.86,0.88,0.86,0.94,Proficient,Developing,Proficient,Proficient,Developing,41981,,,0.34,0.197,0.079,0.758,0.047,0.634,0.013,0.023,0.958,0.001,8.8,0.908,0.962,0.082,0.951
30Q111,P.S. 111 Jacob Blackwell,K-8,268,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,0.84,0.78,0.79,0.84,0.87,0.81,Developing,Developing,Developing,Developing,Developing,42479,,,0.198,0.34,0.235,0.886,0.22,0.731,0.037,0.414,0.478,0.052,1.8,0.727,0.911,0.344,0.958
30Q112,P.S. 112 Dutch Kills,Elementary,447,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.89,0.88,0.84,0.9,0.91,0.93,Proficient,Proficient,Proficient,Well Developed,Well Developed,42011,,,0.17,0.157,0.036,0.786,0.092,0.649,0.255,0.226,0.456,0.056,11.4,0.875,0.937,0.218,0.97
30Q122,P.S. 122 Mamie Fay,K-8,1350,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.87,0.8,0.82,0.79,0.9,0.91,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,42061,,,0.052,0.106,0.016,0.394,0.027,0.267,0.301,0.061,0.213,0.382,7.9,0.895,0.957,0.092,0.952
30Q126,Albert Shanker School for Visual and Performing Ar,Middle,581,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.9,0.92,0.8,0.95,0.88,0.94,Well Developed,Well Developed,Proficient,Proficient,Proficient,41984,2.72,2.75,0.12,0.193,0.06,0.676,0.067,0.544,0.251,0.155,0.487,0.096,7.9,0.744,0.94,0.169,0.972
30Q127,P.S. 127 Aerospace Science Magnet School,K-8,1298,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.81,0.72,0.77,0.72,0.83,0.8,Proficient,Proficient,Proficient,Proficient,Proficient,42390,,,0.324,0.159,0.067,0.645,0.056,0.522,0.112,0.126,0.74,0.017,7.9,0.833,0.937,0.206,0.958
30Q141,I.S. 141 The Steinway,Middle,1161,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.84,0.81,0.77,0.81,0.82,0.85,Well Developed,Proficient,Proficient,Well Developed,Well Developed,42088,3.03,3.12,0.056,0.14,0.027,0.497,0.069,0.358,0.229,0.035,0.376,0.341,9.4,0.778,0.954,0.11,0.956
30Q145,I.S. 145 Joseph Pulitzer,Middle,1925,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.82,0.8,0.76,0.82,0.83,0.85,Well Developed,Proficient,Proficient,Well Developed,Proficient,42138,2.63,2.69,0.205,0.17,0.06,0.663,0.075,0.526,0.081,0.014,0.887,0.015,17.5,0.877,0.952,0.114,0.958
30Q148,P.S. 148 Queens,Elementary,958,Approaching Target,Approaching Target,Meeting Target,Not Meeting Target,Approaching Target,Approaching Target,Approaching Target,0.56,0.61,0.72,0.44,0.85,0.71,Proficient,Developing,Developing,Proficient,Proficient,41981,,,0.313,0.165,0.074,0.653,0.115,0.49,0.128,0.003,0.834,0.032,2.8,0.851,0.958,0.101,0.975
30Q149,P.S. 149 Christa Mcauliffe,Elementary,1177,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.86,0.84,0.82,0.87,0.88,0.88,Well Developed,Proficient,Proficient,Well Developed,Well Developed,41963,,,0.305,0.121,0.025,0.719,0.234,0.526,0.076,0.012,0.873,0.031,6.8,0.902,0.956,0.112,0.965
30Q150,P.S. 150 Queens,Elementary,1099,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.9,0.85,0.86,0.81,0.89,0.87,Well Developed,Proficient,Well Developed,Well Developed,Proficient,42026,,,0.138,0.117,0.025,0.491,0.035,0.37,0.278,0.011,0.462,0.221,11,0.93,0.95,0.131,0.952
30Q151,P.S. 151 Mary D. Carter,Elementary,374,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.96,0.94,0.95,0.96,0.9,0.95,Proficient,Developing,Developing,Proficient,Proficient,41948,,,0.128,0.259,0.053,0.758,0.171,0.631,0.144,0.238,0.535,0.064,3,0.865,0.935,0.222,0.96
30Q152,P.S. 152 Gwendoline N. Alleyne School,Elementary,1221,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.83,0.78,0.85,0.78,0.87,0.87,Well Developed,Proficient,Proficient,Well Developed,Well Developed,42107,,,0.306,0.123,0.03,0.666,0.229,0.451,0.491,0.007,0.45,0.039,11.2,0.852,0.967,0.053,0.958
30Q166,P.S. 166 Henry Gradstein,Elementary,1144,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,0.92,0.88,0.85,0.9,0.93,0.92,Proficient,Proficient,Well Developed,Well Developed,Well Developed,42027,,,0.178,0.104,0.031,0.564,0.018,0.406,0.288,0.051,0.441,0.201,4.4,0.931,0.954,0.112,0.956
30Q171,P.S. 171 Peter G. Van Alst,Elementary,479,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.81,0.83,0.67,0.9,0.88,0.92,Proficient,Proficient,Proficient,Well Developed,Well Developed,42039,,,0.209,0.28,0.063,0.768,0.111,0.643,0.196,0.271,0.486,0.038,28.8,0.881,0.915,0.31,0.955
30Q204,I.S. 204 Oliver W. Holmes,Middle,495,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Exceeding Target,0.74,0.65,0.69,0.74,0.82,0.82,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,41988,2.53,2.62,0.145,0.279,0.139,0.749,0.046,0.602,0.224,0.182,0.527,0.059,0.9,0.895,0.936,0.209,0.953
30Q212,P.S. 212,Elementary,788,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.85,0.92,0.88,0.91,0.92,0.93,Well Developed,Proficient,Proficient,Well Developed,Well Developed,42377,,,0.145,0.16,0.046,0.589,0.038,0.435,0.259,0.008,0.61,0.107,8.8,0.944,0.953,0.126,0.966
30Q227,I.S. 227 Louis Armstrong,Middle,1572,Exceeding Target,Exceeding Target,Exceeding Target,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,0.9,0.83,0.81,0.78,0.85,0.85,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,42447,3.07,3.16,0.051,0.146,0.052,0.552,0.037,0.417,0.135,0.105,0.483,0.265,1.4,0.86,0.963,0.072,0.957
30Q230,I.S. 230,Middle,1198,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.85,0.86,0.78,0.88,0.82,0.89,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,42353,3.01,3.07,0.109,0.12,0.031,0.578,0.064,0.422,0.37,0.008,0.562,0.05,2,0.72,0.961,0.082,0.95
30Q234,P.S. 234,Elementary,564,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.86,0.79,0.81,0.87,0.92,0.83,Proficient,Proficient,Proficient,Well Developed,Well Developed,42306,,,0.239,0.186,0.071,0.639,0.062,0.5,0.248,0.06,0.388,0.296,1.8,0.829,0.947,0.142,0.966
30Q235,Academy for New Americans,Middle,150,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.94,0.96,0.84,0.99,0.87,0.95,Proficient,Well Developed,Proficient,Well Developed,Proficient,42026,2.09,2.41,0.987,0.007,0,0.63,0.367,0.18,0.22,0.013,0.613,0.153,3.8,1,0.959,0.078,0.973
30Q280,P.S. 280,Elementary,706,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.84,0.8,0.79,0.85,0.88,0.9,Proficient,Proficient,Proficient,Well Developed,Proficient,42075,,,0.391,0.15,0.048,0.736,0.084,0.595,0.065,0.006,0.907,0.014,3,0.804,0.958,0.105,0.971
30Q286,"Young Women's Leadership School, Astoria",Middle,245,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.87,0.86,0.82,0.77,0.85,0.81,Proficient,Developing,Proficient,Proficient,Proficient,42114,3.06,3.19,0.033,0.143,0,0.549,0.033,0.457,0.327,0.086,0.465,0.114,0.9,0.784,0.966,0.082,0.972
30Q291,Hunters Point Community Middle School,Middle,374,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,0.84,0.85,0.79,0.92,0.91,0.92,Well Developed,Proficient,Proficient,Well Developed,Proficient,42090,2.96,3.01,0.07,0.225,0.032,0.479,0.021,0.326,0.163,0.126,0.508,0.176,3,0.375,0.949,0.134,0.982
30Q300,The 30th Avenue School (G&T Citywide),Middle,236,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.94,0.96,0.82,0.98,0.96,0.95,Proficient,Proficient,Developing,Well Developed,Proficient,42095,3.94,4.08,0,0.118,0.013,0.258,0.025,0.123,0.526,0.079,0.105,0.25,2,0.923,0.958,0.081,0.973
30Q580,Baccalaureate School for Global Education,Middle,186,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Exceeding Target,0.85,0.74,0.8,0.76,0.77,0.84,Proficient,Proficient,Proficient,Proficient,Proficient,42342,4.04,4.24,0,0.005,0,0.253,0,0.113,0.597,0.022,0.091,0.263,9.4,0.935,0.982,0.011,0.978
31R001,P.S. 001 Tottenville,Elementary,457,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,0.95,0.91,0.94,0.91,0.96,0.9,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,41949,,,0.053,0.322,0.007,0.304,0.035,0.204,0.011,0.018,0.168,0.801,3.7,0.818,0.939,0.181,0.964
31R002,I.S. R002 George L. Egbert,Middle,809,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.82,0.83,0.74,0.83,0.83,0.87,Proficient,Developing,Developing,Proficient,Proficient,42016,2.88,2.86,0.053,0.251,0.059,0.497,0.135,0.358,0.108,0.058,0.286,0.538,8.9,0.935,0.942,0.154,0.97
31R003,P.S. 003 The Margaret Gioiosa School,Elementary,868,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.88,0.94,0.88,0.95,0.93,0.97,Proficient,Developing,Proficient,Developing,Developing,42046,,,0.016,0.21,0.035,0.181,0.018,0.116,0.051,0.005,0.114,0.816,1.2,0.951,0.951,0.104,0.954
31R004,P.S. 004 Maurice Wollin,Elementary,708,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,0.88,0.82,0.85,0.81,0.94,0.9,Proficient,Developing,Developing,Proficient,Proficient,42130,,,0.038,0.322,0.059,0.252,0.044,0.181,0.051,0.025,0.175,0.73,2,0.872,0.944,0.135,0.953
31R005,P.S. 005 Huguenot,Elementary,256,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,1,0.99,1,0.98,0.98,0.98,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,42306,,,0.004,0.227,0,0.151,0.035,0.059,0.012,0.004,0.07,0.914,5.8,0.818,0.954,0.073,0.971
31R006,P.S. 6 Corporal Allan F. Kivlehan School,Elementary,595,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.91,0.95,0.91,0.94,0.93,0.93,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,42502,,,0.03,0.284,0.072,0.246,0.03,0.178,0.032,0.005,0.113,0.83,1,0.816,0.947,0.124,0.955
31R007,I.S. 007 Elias Bernstein,Middle,1190,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.89,0.87,0.8,0.85,0.89,0.85,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,41977,3.21,3.24,0.008,0.163,0.029,0.224,0.022,0.129,0.044,0.008,0.067,0.875,13,0.844,0.944,0.146,0.957
31R008,P.S. 8 Shirlee Solomon,Elementary,538,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.97,0.96,0.97,0.97,0.96,0.97,Proficient,Developing,Developing,Well Developed,Proficient,41962,,,0.017,0.212,0.052,0.279,0.013,0.173,0.065,0.017,0.139,0.77,15.4,0.778,0.953,0.09,0.971
31R011,P.S. 11 Thomas Dongan School,Elementary,251,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.79,0.84,0.76,0.76,0.92,0.82,Well Developed,Proficient,Proficient,Well Developed,Well Developed,42143,,,0.124,0.247,0.1,0.558,0.08,0.454,0.076,0.163,0.398,0.347,10.8,0.72,0.937,0.224,0.981
31R013,P.S. 013 M. L. Lindemeyer,Elementary,835,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.89,0.88,0.9,0.91,0.95,0.93,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,42348,,,0.138,0.246,0.068,0.597,0.095,0.49,0.146,0.16,0.446,0.216,6.8,0.817,0.941,0.201,0.961
31R016,P.S. 016 John J. Driscoll,Elementary,567,Meeting Target,Meeting Target,Approaching Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.85,0.91,0.77,0.95,0.9,0.95,Proficient,Developing,Proficient,Proficient,Proficient,42088,,,0.252,0.31,0.162,0.813,0.194,0.684,0.058,0.275,0.554,0.097,1.2,0.8,0.915,0.332,0.965
31R018,P.S. 018 John G. Whittier,Elementary,577,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.84,0.79,0.71,0.83,0.87,0.87,Proficient,Developing,Proficient,Proficient,Proficient,42383,,,0.069,0.407,0.175,0.873,0.236,0.764,0.036,0.437,0.463,0.047,5.8,0.907,0.918,0.322,0.956
31R019,P.S. 019 The Curtis School,Elementary,622,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.78,0.75,0.71,0.77,0.91,0.84,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,42139,,,0.182,0.212,0.08,0.753,0.088,0.65,0.045,0.159,0.685,0.082,14.9,0.8,0.93,0.26,0.961
31R020,P.S. 020 Port Richmond,Elementary,492,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.79,0.83,0.72,0.88,0.91,0.92,Proficient,Developing,Developing,Proficient,Proficient,42355,,,0.384,0.36,0.177,0.859,0.11,0.758,0.008,0.126,0.789,0.061,10.6,0.857,0.945,0.178,0.953
31R021,P.S. 21 Margaret Emery-Elm Park,Elementary,405,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.8,0.86,0.81,0.85,0.89,0.87,Proficient,Proficient,Proficient,Proficient,Proficient,42132,,,0.17,0.333,0.121,0.789,0.094,0.677,0.017,0.242,0.585,0.148,1,0.771,0.92,0.283,0.949
31R022,P.S. 022 Graniteville,Elementary,1024,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,0.73,0.84,0.71,0.75,0.89,0.85,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,42129,,,0.146,0.24,0.106,0.689,0.122,0.557,0.07,0.231,0.552,0.117,9,0.871,0.923,0.266,0.952
31R023,P.S. 023 Richmondtown,Elementary,480,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.92,0.98,0.89,0.97,0.97,0.97,Proficient,Proficient,Proficient,Well Developed,Well Developed,41976,,,0.019,0.296,0.079,0.243,0.09,0.152,0.029,0.01,0.173,0.771,2.8,0.925,0.949,0.121,0.965
31R024,I.S. 024 Myra S. Barnes,Middle,1290,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.85,0.86,0.71,0.91,0.87,0.88,Proficient,Proficient,Proficient,Proficient,Developing,42123,3.1,3.23,0.021,0.226,0.064,0.267,0.035,0.172,0.033,0.012,0.117,0.829,6.8,0.849,0.945,0.125,0.962
31R026,P.S. 026 The Carteret School,Elementary,218,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Approaching Target,0.88,0.92,0.85,0.93,0.96,0.97,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,41967,,,0.096,0.243,0.046,0.351,0.078,0.28,0.092,0.046,0.358,0.486,5.2,0.778,0.945,0.124,0.971
31R027,I.S. 027 Anning S. Prall,Middle,1038,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.8,0.84,0.73,0.88,0.79,0.87,Developing,Developing,Developing,Proficient,Developing,41939,2.82,2.8,0.053,0.233,0.08,0.564,0.054,0.445,0.098,0.235,0.399,0.25,1,0.932,0.923,0.253,0.969
31R028,The Eagle Academy for Young Men of Staten Island,Middle,127,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.87,0.91,0.75,0.97,0.93,0.95,Developing,Developing,Proficient,Proficient,Proficient,42145,2.52,2.49,0.031,0.386,0.079,0.627,0.11,0.449,0.087,0.52,0.307,0.071,2,0.667,0.927,0.258,0.966
31R029,P.S. 029 Bardwell,Elementary,685,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.89,0.95,0.91,0.94,0.99,0.99,Well Developed,Proficient,Proficient,Well Developed,Proficient,42390,,,0.034,0.19,0.061,0.34,0.02,0.253,0.155,0.088,0.22,0.521,13.9,0.907,0.954,0.119,0.966
31R030,P.S. 030 Westerleigh,Elementary,768,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.96,0.97,0.92,0.95,0.94,0.95,Proficient,Proficient,Proficient,Well Developed,Proficient,42376,,,0.061,0.233,0.04,0.281,0.046,0.185,0.064,0.023,0.23,0.655,3.4,0.898,0.946,0.143,0.956
31R031,P.S. 031 William T. Davis,Elementary,432,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,0.77,0.75,0.59,0.73,0.91,0.93,Developing,Developing,Developing,Proficient,Proficient,42144,,,0.042,0.292,0.127,0.89,0.241,0.782,0.002,0.532,0.391,0.032,1.8,0.971,0.898,0.41,0.959
31R032,P.S. 032 The Gifford School,Elementary,634,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.85,0.84,0.78,0.84,0.92,0.86,Well Developed,Proficient,Proficient,Well Developed,Proficient,42411,,,0.021,0.287,0.076,0.254,0.021,0.166,0.028,0.008,0.162,0.785,11.8,0.925,0.946,0.136,0.957
31R034,I.S. 034 Tottenville,Middle,1172,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.79,0.82,0.77,0.84,0.87,0.85,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,41991,3.08,3.05,0.013,0.262,0.059,0.241,0.018,0.153,0.037,0.003,0.108,0.845,4.9,0.835,0.931,0.205,0.96
