NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
ANNADALE                 ,01 ONE FAMILY HOMES     ,42 ,"$180,455","$574,499","$481,500","$1,500,000"
ANNADALE                 ,02 TWO FAMILY HOMES     ,11 ,"$462,500","$641,773","$575,000","$1,050,000"
ARDEN HEIGHTS            ,01 ONE FAMILY HOMES     ,90 ,"$167,310","$322,519","$290,000","$857,000"
ARDEN HEIGHTS            ,02 TWO FAMILY HOMES     ,5 ,"$390,000","$475,560","$450,000","$650,000"
ARROCHAR                 ,01 ONE FAMILY HOMES     ,5 ,"$368,500","$420,920","$390,390","$570,000"
ARROCHAR                 ,02 TWO FAMILY HOMES     ,2 ,"$425,000","$439,500","$439,500","$454,000"
ARROCHAR                 ,03 THREE FAMILY HOMES   ,1 ,"$375,000","$375,000","$375,000","$375,000"
ARROCHAR-SHORE ACRES     ,01 ONE FAMILY HOMES     ,4 ,"$370,000","$491,544","$430,000","$736,175"
ARROCHAR-SHORE ACRES     ,02 TWO FAMILY HOMES     ,1 ,"$370,000","$370,000","$370,000","$370,000"
BULLS HEAD               ,01 ONE FAMILY HOMES     ,45 ,"$168,000","$353,716","$345,000","$800,000"
BULLS HEAD               ,02 TWO FAMILY HOMES     ,24 ,"$285,948","$431,853","$445,000","$590,000"
CASTLETON CORNERS        ,01 ONE FAMILY HOMES     ,34 ,"$239,000","$432,547","$402,500","$925,000"
CASTLETON CORNERS        ,02 TWO FAMILY HOMES     ,8 ,"$270,000","$439,148","$447,000","$651,680"
CLOVE LAKES              ,01 ONE FAMILY HOMES     ,33 ,"$202,000","$453,450","$436,000","$825,000"
CLOVE LAKES              ,02 TWO FAMILY HOMES     ,2 ,"$450,000","$455,000","$455,000","$460,000"
CONCORD                  ,01 ONE FAMILY HOMES     ,18 ,"$151,642","$261,191","$285,000","$360,000"
CONCORD                  ,02 TWO FAMILY HOMES     ,2 ,"$150,000","$167,500","$167,500","$185,000"
CONCORD-FOX HILLS        ,01 ONE FAMILY HOMES     ,5 ,"$160,650","$225,119","$224,394","$293,550"
DONGAN HILLS             ,01 ONE FAMILY HOMES     ,19 ,"$305,000","$439,048","$440,000","$748,413"
DONGAN HILLS             ,02 TWO FAMILY HOMES     ,15 ,"$361,000","$545,253","$500,000","$750,000"
DONGAN HILLS             ,03 THREE FAMILY HOMES   ,2 ,"$285,000","$285,000","$285,000","$285,000"
DONGAN HILLS-COLONY      ,01 ONE FAMILY HOMES     ,12 ,"$224,000","$649,557","$595,000","$1,190,000"
DONGAN HILLS-COLONY      ,02 TWO FAMILY HOMES     ,4 ,"$219,000","$461,000","$507,500","$610,000"
DONGAN HILLS-OLD TOWN    ,01 ONE FAMILY HOMES     ,1 ,"$296,595","$296,595","$296,595","$296,595"
DONGAN HILLS-OLD TOWN    ,02 TWO FAMILY HOMES     ,1 ,"$330,000","$330,000","$330,000","$330,000"
ELTINGVILLE              ,01 ONE FAMILY HOMES     ,94 ,"$200,000","$427,229","$410,335","$977,520"
ELTINGVILLE              ,02 TWO FAMILY HOMES     ,19 ,"$244,868","$518,626","$510,000","$800,000"
EMERSON HILL             ,01 ONE FAMILY HOMES     ,7 ,"$465,000","$1,177,000","$841,000","$2,350,000"
EMERSON HILL             ,02 TWO FAMILY HOMES     ,3 ,"$300,000","$495,000","$585,000","$600,000"
GRANT CITY               ,01 ONE FAMILY HOMES     ,24 ,"$212,981","$445,172","$360,000","$1,600,000"
GRANT CITY               ,02 TWO FAMILY HOMES     ,8 ,"$150,000","$583,063","$613,500","$840,000"
GRANT CITY               ,03 THREE FAMILY HOMES   ,1 ,"$742,304","$742,304","$742,304","$742,304"
