NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
ANNADALE                 ,01 ONE FAMILY HOMES     ,67,"$200,500.00 ","$555,577.00 ","$507,000.00 ","$1,150,000.00 "
ANNADALE                 ,02 TWO FAMILY HOMES     ,25,"$200,000.00 ","$647,125.00 ","$680,000.00 ","$765,000.00 "
ANNADALE                 ,03 THREE FAMILY HOMES   ,1,"$740,000.00 ","$740,000.00 ","$740,000.00 ","$740,000.00 "
ARDEN HEIGHTS            ,01 ONE FAMILY HOMES     ,141,"$200,000.00 ","$350,274.00 ","$327,500.00 ","$585,000.00 "
ARDEN HEIGHTS            ,02 TWO FAMILY HOMES     ,16,"$288,990.00 ","$514,952.00 ","$465,000.00 ","$880,000.00 "
ARROCHAR                 ,01 ONE FAMILY HOMES     ,12,"$200,000.00 ","$385,410.00 ","$382,650.00 ","$636,406.00 "
ARROCHAR                 ,02 TWO FAMILY HOMES     ,3,"$205,000.00 ","$423,333.00 ","$415,000.00 ","$650,000.00 "
ARROCHAR-SHORE ACRES     ,01 ONE FAMILY HOMES     ,2,"$490,000.00 ","$698,121.00 ","$698,121.00 ","$906,242.00 "
ARROCHAR-SHORE ACRES     ,02 TWO FAMILY HOMES     ,6,"$241,000.00 ","$379,485.00 ","$407,500.00 ","$486,720.00 "
BULLS HEAD               ,01 ONE FAMILY HOMES     ,68,"$209,000.00 ","$318,751.00 ","$307,500.00 ","$482,500.00 "
BULLS HEAD               ,02 TWO FAMILY HOMES     ,39,"$215,000.00 ","$439,146.00 ","$439,000.00 ","$565,000.00 "
BULLS HEAD               ,03 THREE FAMILY HOMES   ,3,"$355,000.00 ","$385,000.00 ","$360,000.00 ","$440,000.00 "
CASTLETON CORNERS        ,01 ONE FAMILY HOMES     ,83,"$200,000.00 ","$418,515.00 ","$410,000.00 ","$751,468.00 "
CASTLETON CORNERS        ,02 TWO FAMILY HOMES     ,14,"$265,000.00 ","$357,786.00 ","$350,750.00 ","$523,000.00 "
CLOVE LAKES              ,01 ONE FAMILY HOMES     ,51,"$255,099.00 ","$473,992.00 ","$431,000.00 ","$965,000.00 "
CLOVE LAKES              ,02 TWO FAMILY HOMES     ,9,"$325,000.00 ","$396,000.00 ","$373,000.00 ","$500,000.00 "
CONCORD                  ,01 ONE FAMILY HOMES     ,29,"$200,000.00 ","$279,452.00 ","$283,000.00 ","$475,268.00 "
CONCORD                  ,02 TWO FAMILY HOMES     ,7,"$285,000.00 ","$378,092.00 ","$360,000.00 ","$607,322.00 "
CONCORD                  ,03 THREE FAMILY HOMES   ,1,"$395,000.00 ","$395,000.00 ","$395,000.00 ","$395,000.00 "
CONCORD-FOX HILLS        ,01 ONE FAMILY HOMES     ,10,"$200,000.00 ","$227,700.00 ","$216,000.00 ","$310,000.00 "
DONGAN HILLS             ,01 ONE FAMILY HOMES     ,24,"$330,000.00 ","$682,208.00 ","$423,000.00 ","$6,500,000.00 "
DONGAN HILLS             ,02 TWO FAMILY HOMES     ,7,"$341,777.00 ","$531,501.00 ","$560,000.00 ","$738,231.00 "
DONGAN HILLS             ,03 THREE FAMILY HOMES   ,1,"$450,000.00 ","$450,000.00 ","$450,000.00 ","$450,000.00 "
DONGAN HILLS-COLONY      ,01 ONE FAMILY HOMES     ,33,"$330,000.00 ","$669,751.00 ","$620,000.00 ","$1,228,000.00 "
DONGAN HILLS-COLONY      ,02 TWO FAMILY HOMES     ,6,"$348,000.00 ","$638,333.00 ","$541,500.00 ","$1,275,000.00 "
DONGAN HILLS-OLD TOWN    ,01 ONE FAMILY HOMES     ,2,"$365,000.00 ","$397,500.00 ","$397,500.00 ","$430,000.00 "
DONGAN HILLS-OLD TOWN    ,02 TWO FAMILY HOMES     ,1,"$382,500.00 ","$382,500.00 ","$382,500.00 ","$382,500.00 "
ELTINGVILLE              ,01 ONE FAMILY HOMES     ,152,"$200,000.00 ","$414,008.00 ","$393,250.00 ","$1,800,000.00 "
ELTINGVILLE              ,02 TWO FAMILY HOMES     ,49,"$240,000.00 ","$563,755.00 ","$545,000.00 ","$840,056.00 "
EMERSON HILL             ,01 ONE FAMILY HOMES     ,5,"$380,000.00 ","$648,000.00 ","$680,000.00 ","$820,000.00 "
EMERSON HILL             ,02 TWO FAMILY HOMES     ,3,"$370,000.00 ","$408,000.00 ","$427,000.00 ","$427,000.00 "
FRESH KILLS              ,01 ONE FAMILY HOMES     ,1,"$300,000.00 ","$300,000.00 ","$300,000.00 ","$300,000.00 "
GRANT CITY               ,01 ONE FAMILY HOMES     ,34,"$210,000.00 ","$432,489.00 ","$425,000.00 ","$685,000.00 "
GRANT CITY               ,02 TWO FAMILY HOMES     ,19,"$270,000.00 ","$459,000.00 ","$435,000.00 ","$707,500.00 "
GRASMERE                 ,01 ONE FAMILY HOMES     ,35,"$250,000.00 ","$485,321.00 ","$450,000.00 ","$1,200,000.00 "
GRASMERE                 ,02 TWO FAMILY HOMES     ,5,"$490,000.00 ","$566,800.00 ","$549,000.00 ","$645,000.00 "
GREAT KILLS              ,01 ONE FAMILY HOMES     ,248,"$200,000.00 ","$412,339.00 ","$400,000.00 ","$926,607.00 "
GREAT KILLS              ,02 TWO FAMILY HOMES     ,72,"$200,000.00 ","$515,713.00 ","$500,000.00 ","$935,000.00 "
GREAT KILLS-BAY TERRACE  ,01 ONE FAMILY HOMES     ,18,"$284,000.00 ","$387,877.00 ","$361,500.00 ","$728,048.00 "
GREAT KILLS-BAY TERRACE  ,02 TWO FAMILY HOMES     ,13,"$345,000.00 ","$526,469.00 ","$522,000.00 ","$702,592.00 "
GRYMES HILL              ,01 ONE FAMILY HOMES     ,12,"$230,000.00 ","$557,300.00 ","$452,200.00 ","$950,000.00 "
GRYMES HILL              ,02 TWO FAMILY HOMES     ,3,"$295,000.00 ","$414,951.00 ","$342,353.00 ","$607,500.00 "
