NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
ANNADALE                 ,01 ONE FAMILY HOMES     ,54,"$230,000.00 ","$644,712.00 ","$498,250.00 ","$4,250,000.00 "
ANNADALE                 ,02 TWO FAMILY HOMES     ,28,"$399,000.00 ","$623,874.00 ","$611,500.00 ","$980,000.00 "
ANNADALE                 ,03 THREE FAMILY HOMES   ,1,"$540,000.00 ","$540,000.00 ","$540,000.00 ","$540,000.00 "
ARDEN HEIGHTS            ,01 ONE FAMILY HOMES     ,114,"$210,000.00 ","$370,195.00 ","$320,000.00 ","$3,600,000.00 "
ARDEN HEIGHTS            ,02 TWO FAMILY HOMES     ,8,"$382,000.00 ","$473,500.00 ","$432,250.00 ","$665,000.00 "
ARROCHAR                 ,01 ONE FAMILY HOMES     ,7,"$320,000.00 ","$416,061.00 ","$347,000.00 ","$867,847.00 "
ARROCHAR                 ,02 TWO FAMILY HOMES     ,2,"$365,000.00 ","$375,000.00 ","$375,000.00 ","$385,000.00 "
ARROCHAR-SHORE ACRES     ,01 ONE FAMILY HOMES     ,3,"$640,000.00 ","$737,957.00 ","$773,870.00 ","$800,000.00 "
ARROCHAR-SHORE ACRES     ,02 TWO FAMILY HOMES     ,1,"$365,000.00 ","$365,000.00 ","$365,000.00 ","$365,000.00 "
BULLS HEAD               ,01 ONE FAMILY HOMES     ,41,"$208,884.00 ","$325,789.00 ","$302,000.00 ","$570,000.00 "
BULLS HEAD               ,02 TWO FAMILY HOMES     ,36,"$220,393.00 ","$451,204.00 ","$437,500.00 ","$786,500.00 "
CASTLETON CORNERS        ,01 ONE FAMILY HOMES     ,68,"$200,000.00 ","$404,649.00 ","$399,500.00 ","$797,500.00 "
CASTLETON CORNERS        ,02 TWO FAMILY HOMES     ,13,"$315,000.00 ","$427,426.00 ","$375,000.00 ","$649,643.00 "
CLOVE LAKES              ,01 ONE FAMILY HOMES     ,40,"$208,952.00 ","$471,480.00 ","$450,000.00 ","$790,000.00 "
CLOVE LAKES              ,02 TWO FAMILY HOMES     ,3,"$456,000.00 ","$493,667.00 ","$490,000.00 ","$535,000.00 "
CONCORD                  ,01 ONE FAMILY HOMES     ,21,"$200,000.00 ","$296,308.00 ","$294,060.00 ","$407,400.00 "
CONCORD                  ,02 TWO FAMILY HOMES     ,6,"$204,970.00 ","$307,970.00 ","$309,750.00 ","$420,966.00 "
CONCORD-FOX HILLS        ,01 ONE FAMILY HOMES     ,5,"$214,900.00 ","$312,980.00 ","$335,000.00 ","$380,000.00 "
DONGAN HILLS             ,01 ONE FAMILY HOMES     ,23,"$292,000.00 ","$438,346.00 ","$422,000.00 ","$720,000.00 "
DONGAN HILLS             ,02 TWO FAMILY HOMES     ,11,"$300,000.00 ","$579,604.00 ","$661,862.00 ","$745,000.00 "
DONGAN HILLS-COLONY      ,01 ONE FAMILY HOMES     ,18,"$355,000.00 ","$645,120.00 ","$577,500.00 ","$1,181,170.00 "
DONGAN HILLS-COLONY      ,02 TWO FAMILY HOMES     ,4,"$430,000.00 ","$543,000.00 ","$568,500.00 ","$605,000.00 "
DONGAN HILLS-OLD TOWN    ,01 ONE FAMILY HOMES     ,2,"$225,000.00 ","$243,500.00 ","$243,500.00 ","$262,000.00 "
ELTINGVILLE              ,01 ONE FAMILY HOMES     ,124,"$200,000.00 ","$433,905.00 ","$399,500.00 ","$2,900,000.00 "
ELTINGVILLE              ,02 TWO FAMILY HOMES     ,28,"$200,000.00 ","$524,845.00 ","$514,000.00 ","$925,000.00 "
EMERSON HILL             ,01 ONE FAMILY HOMES     ,9,"$400,000.00 ","$953,056.00 ","$900,000.00 ","$1,687,500.00 "
EMERSON HILL             ,02 TWO FAMILY HOMES     ,1,"$495,000.00 ","$495,000.00 ","$495,000.00 ","$495,000.00 "
GRANT CITY               ,01 ONE FAMILY HOMES     ,30,"$225,000.00 ","$393,550.00 ","$370,000.00 ","$657,000.00 "
GRANT CITY               ,02 TWO FAMILY HOMES     ,7,"$320,000.00 ","$490,929.00 ","$505,000.00 ","$620,000.00 "
GRASMERE                 ,01 ONE FAMILY HOMES     ,17,"$227,250.00 ","$426,358.00 ","$378,000.00 ","$645,000.00 "
GRASMERE                 ,02 TWO FAMILY HOMES     ,4,"$360,000.00 ","$418,750.00 ","$422,500.00 ","$470,000.00 "
GREAT KILLS              ,01 ONE FAMILY HOMES     ,201,"$200,000.00 ","$404,747.00 ","$390,000.00 ","$1,749,000.00 "
GREAT KILLS              ,02 TWO FAMILY HOMES     ,57,"$207,000.00 ","$496,426.00 ","$496,836.00 ","$784,052.00 "
GREAT KILLS-BAY TERRACE  ,01 ONE FAMILY HOMES     ,19,"$270,000.00 ","$374,979.00 ","$365,000.00 ","$540,000.00 "
GREAT KILLS-BAY TERRACE  ,02 TWO FAMILY HOMES     ,8,"$312,000.00 ","$430,000.00 ","$435,000.00 ","$538,000.00 "
GRYMES HILL              ,01 ONE FAMILY HOMES     ,12,"$245,000.00 ","$511,920.00 ","$431,250.00 ","$980,000.00 "
GRYMES HILL              ,02 TWO FAMILY HOMES     ,3,"$212,127.00 ","$270,042.00 ","$247,000.00 ","$351,000.00 "
