NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
ANNADALE                 ,01 ONE FAMILY HOMES     ,88,"275,000","611,759","578,250","2,000,000"
ANNADALE                 ,02 TWO FAMILY HOMES     ,48,"200,000","789,706","791,129","1,450,000"
ARDEN HEIGHTS            ,01 ONE FAMILY HOMES     ,170,"200,000","360,338","345,000","620,000"
ARDEN HEIGHTS            ,02 TWO FAMILY HOMES     ,29,"278,545","541,301","528,000","955,000"
ARROCHAR                 ,01 ONE FAMILY HOMES     ,16,"225,000","591,350","537,500","1,400,000"
ARROCHAR                 ,02 TWO FAMILY HOMES     ,5,"497,500","632,500","560,000","830,000"
ARROCHAR                 ,03 THREE FAMILY HOMES   ,4,"450,000","616,250","575,000","865,000"
ARROCHAR-SHORE ACRES     ,01 ONE FAMILY HOMES     ,12,"239,304","397,488","364,444","590,000"
ARROCHAR-SHORE ACRES     ,02 TWO FAMILY HOMES     ,5,"350,500","497,100","470,000","715,000"
ARROCHAR-SHORE ACRES     ,03 THREE FAMILY HOMES   ,1,"606,000","606,000","606,000","606,000"
BLOOMFIELD               ,01 ONE FAMILY HOMES     ,1,"499,900","499,900","499,900","499,900"
BULLS HEAD               ,01 ONE FAMILY HOMES     ,130,"200,000","421,408","407,788","815,000"
BULLS HEAD               ,02 TWO FAMILY HOMES     ,56,"240,000","522,592","497,500","800,000"
BULLS HEAD               ,03 THREE FAMILY HOMES   ,1,"570,000","570,000","570,000","570,000"
CASTLETON CORNERS        ,01 ONE FAMILY HOMES     ,71,"215,000","492,085","480,000","799,326"
CASTLETON CORNERS        ,02 TWO FAMILY HOMES     ,17,"240,000","541,882","554,500","832,000"
CASTLETON CORNERS        ,03 THREE FAMILY HOMES   ,1,"503,200","503,200","503,200","503,200"
CLOVE LAKES              ,01 ONE FAMILY HOMES     ,61,"200,000","525,280","500,000","1,355,000"
CLOVE LAKES              ,02 TWO FAMILY HOMES     ,6,"290,000","531,833","492,000","825,000"
CONCORD                  ,01 ONE FAMILY HOMES     ,64,"210,000","347,537","327,500","687,030"
CONCORD                  ,02 TWO FAMILY HOMES     ,15,"227,000","394,725","350,000","680,000"
CONCORD                  ,03 THREE FAMILY HOMES   ,1,"495,000","495,000","495,000","495,000"
CONCORD-FOX HILLS        ,01 ONE FAMILY HOMES     ,14,"249,000","328,185","316,125","448,000"
DONGAN HILLS             ,01 ONE FAMILY HOMES     ,34,"235,300","538,313","519,000","804,417"
DONGAN HILLS             ,02 TWO FAMILY HOMES     ,19,"292,000","663,252","650,000","915,406"
DONGAN HILLS             ,03 THREE FAMILY HOMES   ,1,"760,000","760,000","760,000","760,000"
DONGAN HILLS-COLONY      ,01 ONE FAMILY HOMES     ,23,"420,000","848,899","885,000","1,800,000"
DONGAN HILLS-COLONY      ,02 TWO FAMILY HOMES     ,4,"500,000","657,500","680,000","770,000"
